draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,gov_18_dem_mil,gov_18_rep_moo,uss_18_dem_rin,uss_18_rep_bra,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_gid,uss_20_rep_col,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
39,2,683183,553847,0.002941222,0.9772,0.31857,605971,20342,14671,1798,10654,236,2355,27156,501720,12843, 9723,1499,8412,180,1795,17675,191412,155153,169226,130347,38587,103835,239102,164684,193985,194283,155153,191412,117091,103907,179484,216543,1,0,166462,149660,0.5266,0.4960,0.6,0.8,0, 0.0130028
40,1,684470,560496,0.004830592,0.9772,0.23878,627022, 4804,12043,5512, 6174,173,2097,26645,519674, 3728, 8005,4121,5036,154,1586,18192,168423,181437,153738,142888,28014,120380,198613,197098,155532,224657,181437,168423,131634, 90876,210878,177073,1,0,140864,173292,0.4484,0.4199,0.4,1.0,0,-0.0846349
40,2,677889,549589,0.004830592,0.9772,0.34083,601242,20311,14566,1781,10494,234,2333,26928,497830,12823, 9651,1482,8300,178,1779,17546,189312,154156,167224,129423,38254,103121,236457,163669,191709,192985,154156,189312,116272,102739,178327,214083,1,0,164591,148671,0.5254,0.4950,0.6,1.0,0,-0.0846349
41,1,681780,557759,0.000881559,0.9762,0.25355,625891, 4552,11455,5506, 5856,187,2053,26280,518048, 3519, 7543,4135,4737,158,1586,18033,162641,183699,148625,144136,27682,121703,190780,200204,148349,227139,183699,162641,132919, 88153,213672,169565,1,0,135615,175376,0.4361,0.4091,0.2,1.0,0,-0.0892003
41,2,680579,552326,0.000881559,0.9762,0.28279,602373,20563,15154,1787,10812,220,2377,27293,499456,13032,10113,1468,8599,174,1779,17705,195094,151894,172337,128175,38586,101798,244290,160563,198892,190503,151894,195094,114987,105461,175533,221591,1,0,169840,146587,0.5367,0.5050,0.8,1.0,0,-0.0892003
42,1,682334,557267,0.001694854,0.9553,0.22916,623821, 6711,11631,5550, 5797,189,2062,26573,516143, 4751, 7612,4166,4727,169,1590,18109,158959,184523,143302,144143,27422,122259,185780,200226,144614,226638,184523,158959,133201, 85362,213432,165197,1,2,132016,175558,0.4292,0.4031,0.0,0.8,0, 0.0045238
42,2,680025,552818,0.001694854,0.9553,0.22035,604443,18404,14978,1743,10871,218,2368,27000,501361,11800,10044,1437,8609,163,1775,17629,198776,151070,177660,128168,38846,101242,249290,160541,202627,191004,151070,198776,114705,108253,175772,225958,1,2,173439,146405,0.5423,0.5099,0.8,0.8,0, 0.0045238
43,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
43,2,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
44,1,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
44,2,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
45,1,677889,549589,0.004830592,0.9772,0.34083,601242,20311,14566,1781,10494,234,2333,26928,497830,12823, 9651,1482,8300,178,1779,17546,189312,154156,167224,129423,38254,103121,236457,163669,191709,192985,154156,189312,116272,102739,178327,214083,1,0,164591,148671,0.5254,0.4950,0.6,1.0,0,-0.0846349
45,2,684470,560496,0.004830592,0.9772,0.23878,627022, 4804,12043,5512, 6174,173,2097,26645,519674, 3728, 8005,4121,5036,154,1586,18192,168423,181437,153738,142888,28014,120380,198613,197098,155532,224657,181437,168423,131634, 90876,210878,177073,1,0,140864,173292,0.4484,0.4199,0.4,1.0,0,-0.0846349
46,1,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
46,2,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
47,1,679488,551342,0.002483193,0.9715,0.32207,601321,20576,15144,1789,10818,219,2375,27246,498492,13044,10099,1468,8612,174,1777,17676,194323,151528,171650,127829,38500,101556,243318,160316,198062,190107,151528,194323,114692,105075,175212,220690,1,0,169171,146267,0.5363,0.5046,0.8,1.0,0,-0.0882459
47,2,682871,558743,0.002483193,0.9715,0.22160,626943, 4539,11465,5504, 5850,188,2055,26327,519012, 3507, 7557,4135,4724,158,1588,18062,163412,184065,149312,144482,27768,121945,191752,200451,149179,227535,184065,163412,133214, 88540,213993,170465,1,0,136284,175695,0.4368,0.4098,0.2,1.0,0,-0.0882459
48,1,680983,552862,0.000288470,0.9667,0.26304,602527,20720,15267,1783,10916,213,2372,27185,499730,13168,10265,1453,8692,168,1785,17601,197717,150994,175374,128092,38591,101469,248110,159265,201961,189740,150994,197717,114781,106982,174503,225035,1,0,172351,145912,0.5415,0.5090,0.8,1.0,0,-0.0909358
48,2,681376,557223,0.000288470,0.9667,0.21421,625737, 4395,11342,5510, 5752,194,2058,26388,517774, 3383, 7391,4150,4644,164,1580,18137,160018,184599,145588,144219,27677,122032,186960,201502,145280,227902,184599,160018,133125, 86632,214702,166120,1,0,133105,176051,0.4305,0.4044,0.2,1.0,0,-0.0909358
49,1,682588,558306,0.002067737,0.9629,0.20300,626813, 4377,11383,5500, 5809,195,2049,26462,518794, 3367, 7416,4148,4684,165,1578,18154,160349,184517,145911,144191,27700,121890,187603,201418,145871,227840,184517,160349,133041, 86806,214629,166737,1,0,133487,175971,0.4314,0.4051,0.2,1.0,0,-0.0905840
49,2,679771,551779,0.002067737,0.9629,0.23352,601451,20738,15226,1793,10859,212,2381,27111,498710,13184,10240,1455,8652,167,1787,17584,197386,151076,175051,128120,38568,101611,247467,159349,201370,189802,151076,197386,114865,106809,174576,224418,1,0,171968,145992,0.5408,0.5084,0.8,1.0,0,-0.0905840
50,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
50,2,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
51,1,682951,557915,0.002600636,0.9677,0.24350,626990, 4592,11545,5536, 5604,174,2019,26491,518257, 3526, 7591,4152,4568,153,1560,18108,161156,185599,146306,145233,27191,122789,189401,201637,147337,228494,185599,161156,134011, 86748,215066,168369,1,0,134278,176751,0.4317,0.4049,0.2,1.0,0,-0.0889746
51,2,679408,552170,0.002600636,0.9677,0.27142,601274,20523,15064,1757,11064,233,2411,27082,499247,13025,10065,1451,8768,179,1805,17630,196579,149994,174656,127078,39077,100712,245669,159130,199904,189148,149994,196579,113895,106867,174139,222786,1,0,171177,145212,0.5410,0.5093,0.8,1.0,0,-0.0889746
52,1,682005,554093,0.001211869,0.9268,0.21836,619592,10106,11621,5517, 5836,210,2066,27057,511268, 6436, 7553,4151,4708,167,1573,18237,151809,186029,135892,143516,26636,122239,176950,201963,137419,227193,186029,151809,132878, 81264,214578,157184,1,4,125741,176188,0.4165,0.3917,0.0,0.8,0,-0.0033520
52,2,680354,555992,0.001211869,0.9268,0.11271,608672,15009,14988,1776,10832,197,2364,26516,506236,10115,10103,1452,8628,165,1792,17501,205926,149564,185070,128795,39632,101262,258120,158804,209822,190449,149564,205926,115028,112351,174627,233971,1,4,179714,145775,0.5521,0.5187,0.8,0.8,0,-0.0033520
53,1,683266,555421,0.003063069,0.9553,0.22255,606869,18845,15075,1767,10942,217,2378,27173,503429,12072,10106,1460,8676,164,1780,17734,199340,151523,178045,128574,39046,101609,250089,161144,203285,191724,151523,199340,115091,108545,176434,226687,1,2,173961,146915,0.5421,0.5098,0.8,0.8,0, 0.0032495
53,2,679093,554664,0.003063069,0.9553,0.22934,621395, 6270,11534,5526, 5726,190,2052,26400,514075, 4479, 7550,4143,4660,168,1585,18004,158395,184070,142917,143737,27222,121892,184981,199623,143956,225918,184070,158395,132815, 85070,212771,164469,1,2,131494,175048,0.4290,0.4028,0.0,0.8,0, 0.0032495
54,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
54,2,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
55,1,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
55,2,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
56,1,677918,554351,0.004788018,0.9724,0.23183,622483, 4386,11299,5517, 5751,194,2020,26268,515041, 3371, 7379,4151,4643,163,1548,18055,158927,183732,144252,143314,27318,121411,185357,200549,143926,226738,183732,158927,132362, 85785,213644,164642,1,0,131956,175149,0.4297,0.4035,0.2,1.0,0,-0.0928023
56,2,684441,555734,0.004788018,0.9724,0.30861,605781,20729,15310,1776,10917,213,2410,27305,502463,13180,10277,1452,8693,169,1817,17683,198808,151861,176710,128997,38950,102090,249713,160218,203315,190904,151861,198808,115544,107830,175561,226514,1,0,173499,146814,0.5417,0.5092,0.8,1.0,0,-0.0928023
57,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
57,2,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
58,1,683314,555822,0.003133535,0.9639,0.22119,605051,20768,15211,1756,10942,214,2397,26975,502713,13217,10269,1439,8718,171,1814,17481,200733,151523,178667,129221,39031,102240,251939,159545,205070,190734,151523,200733,115731,108849,175140,228504,1,0,175088,146653,0.5442,0.5114,0.8,0.8,0, 0.0021547
58,2,679045,554263,0.003133535,0.9639,0.23120,623213, 4347,11398,5537, 5726,193,2033,26598,514791, 3334, 7387,4164,4618,161,1551,18257,157002,184070,142295,143090,27237,121261,183131,201222,142171,226908,184070,157002,132175, 84766,214065,162651,1,0,130367,175310,0.4265,0.4008,0.0,0.8,0, 0.0021547
59,1,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
59,2,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
60,1,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
60,2,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
61,1,678723,550756,0.003606245,0.9734,0.32954,600652,20562,15121,1787,10828,220,2375,27178,497964,13035,10091,1466,8619,174,1783,17624,194549,151445,171853,127856,38513,101578,243632,160244,198345,190127,151445,194549,114717,105183,175186,220988,1,0,169378,146250,0.5366,0.5049,0.8,1.0,0,-0.0884262
61,2,683636,559329,0.003606245,0.9734,0.22177,627612, 4553,11488,5506, 5840,187,2055,26395,519540, 3516, 7565,4137,4717,158,1582,18114,163186,184148,149109,144455,27755,121923,191438,200523,148896,227515,184148,163186,133189, 88432,214019,170167,1,0,136077,175713,0.4364,0.4094,0.2,1.0,0,-0.0884262
62,1,680201,556090,0.001436479,0.9572,0.22880,623509, 5277,11552,5507, 5757,178,2039,26382,516130, 3890, 7617,4119,4674,153,1564,17943,161697,183141,146739,143783,27328,121449,190368,198493,148163,225558,183141,161697,132616, 87033,212026,169265,1,2,134859,174485,0.4360,0.4087,0.2,1.0,0,-0.0906283
62,2,682158,553995,0.001436479,0.9572,0.24667,604755,19838,15057,1786,10911,229,2391,27191,501374,12661,10039,1484,8662,179,1801,17795,196038,152452,174223,128528,38940,102052,244702,162274,199078,192084,152452,196038,115290,106582,177179,221890,1,2,170596,147478,0.5363,0.5049,0.8,1.0,0,-0.0906283
63,1,680529,556766,0.000954961,0.9724,0.24605,624755, 4551,11435,5494, 5837,189,2048,26220,517132, 3512, 7538,4124,4716,160,1581,18003,162544,183452,148572,143962,27654,121518,190738,199809,148317,226792,183452,162544,132740, 88113,213301,169528,1,0,135565,175107,0.4364,0.4094,0.2,1.0,0,-0.0895086
63,2,681830,553319,0.000954961,0.9724,0.26435,603509,20564,15174,1799,10831,218,2382,27353,500372,13039,10118,1479,8620,172,1784,17735,195191,152141,172390,128349,38614,101983,244332,160958,198924,190850,152141,195191,115166,105502,175904,221628,1,0,169890,146856,0.5364,0.5046,0.8,1.0,0,-0.0895086
64,1,681458,554655,0.000408850,0.9487,0.26353,624095, 5432,11488,5529, 5797,183,2028,26906,514470, 3903, 7399,4150,4678,148,1544,18363,152447,187569,137009,145077,26375,123469,177386,204437,137380,229843,187569,152447,134273, 81692,217140,157383,1,2,126120,178079,0.4146,0.3897,0.0,0.8,0,-0.0003935
64,2,680901,555430,0.000408850,0.9487,0.15535,604169,19683,15121,1764,10871,224,2402,26667,503034,12648,10257,1453,8658,184,1821,17375,205288,148024,183953,127234,39893,100032,257684,156330,209861,187799,148024,205288,113633,111923,172064,233772,1,2,179336,143884,0.5548,0.5215,0.8,0.8,0,-0.0003935
65,1,683829,555388,0.003889577,0.9639,0.23516,605298,20731,15327,1759,10907,217,2425,27165,502192,13187,10281,1440,8684,172,1829,17603,199151,151659,177058,128849,39029,101971,249978,160098,203518,190859,151659,199151,115410,108043,175479,226748,1,0,173747,146687,0.5422,0.5098,0.8,1.0,0,-0.0929192
65,2,678530,554697,0.003889577,0.9639,0.21817,622966, 4384,11282,5534, 5761,190,2005,26408,515312, 3364, 7375,4163,4652,160,1536,18135,158584,183934,143904,143462,27239,121530,185092,200669,143723,226783,183934,158584,132496, 85572,213726,164408,1,0,131708,175276,0.4290,0.4029,0.2,1.0,0,-0.0929192
66,1,681362,556602,0.000267918,0.9667,0.23700,625101, 4951,11497,5506, 5640,177,2021,26469,516840, 3682, 7583,4122,4598,154,1558,18065,161224,184475,146490,144541,27260,122150,189632,200423,147529,227345,184475,161224,133345, 86875,213884,168580,1,0,134427,175786,0.4333,0.4064,0.2,1.0,0,-0.0897794
66,2,680997,553483,0.000267918,0.9667,0.25908,603163,20164,15112,1787,11028,230,2409,27104,500664,12869,10073,1481,8738,178,1807,17673,196511,151118,174472,127770,39008,101351,245438,160344,199712,190297,151118,196511,114561,106740,175321,222575,1,0,171028,146176,0.5392,0.5075,0.8,1.0,0,-0.0897794
67,1,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
67,2,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
68,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
68,2,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
69,1,679767,555368,0.002073609,0.9667,0.24314,623683, 4898,11352,5503, 5830,199,2025,26277,515742, 3627, 7449,4134,4700,164,1561,17991,158801,184661,144474,144334,27348,122113,185653,200896,144203,227317,184661,158801,133223, 85911,214106,164928,1,1,132096,175864,0.4289,0.4028,0.2,1.0,0,-0.0921872
69,2,682592,554717,0.002073609,0.9667,0.22936,604581,20217,15257,1790,10838,208,2405,27296,501762,12924,10207,1469,8636,168,1804,17747,198934,150932,176488,127977,38920,101388,249417,159871,203038,190325,150932,198934,114683,107704,175098,226228,1,1,173359,146099,0.5427,0.5102,0.8,1.0,0,-0.0921872
70,1,678998,552401,0.003202533,0.9487,0.22942,616497,10279,11911,5513, 5847,208,2077,26666,509431, 6627, 7772,4137,4709,169,1593,17963,155625,181971,140233,141182,27418,120175,181457,197573,141204,223055,181971,155625,130679, 83825,210314,161331,1,2,129187,172791,0.4278,0.4023,0.0,0.8,0,-0.0028047
70,2,683361,557684,0.003202533,0.9487,0.16864,611767,14836,14698,1780,10821,199,2353,26907,508073, 9924, 9884,1466,8627,163,1772,17775,202110,153622,180729,131129,38850,103326,253613,163194,206037,194587,153622,202110,117227,109790,178890,229825,1,2,176268,149171,0.5416,0.5087,0.8,0.8,0,-0.0028047
71,1,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
71,2,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
72,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
72,2,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
73,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
73,2,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
74,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
