draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,gov_16_rep_gia,gov_16_dem_bul,atg_16_rep_fox,atg_16_dem_jen,sos_16_rep_sta,sos_16_dem_lin,uss_18_rep_ros,uss_18_dem_tes,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_dai,uss_20_dem_bul,gov_20_rep_gia,gov_20_dem_coo,atg_20_rep_knu,atg_20_dem_gra,sos_20_rep_jac,sos_20_dem_ben,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
35,2,544001,436509,0.0034835943,0.9734,0.2136,22561,470256,2046,14557,4480,368,2437,27296,15709,384530,1543,10406,3700,299,1925,18397,132709,106974,112735,147213,161970,97080,134105,118732,114431,149073,167491,150296,162423,164906,160152,153645,170210,151089,173666,146442,135381,117500,114431,149073,166789,153276,1,0,138545,148989,0.4818,0.4817,0.3,0.3,0,0.1979
36,1,543124,420843,0.0018658489,0.9826,0.5322,23754,432566,3208,50000,4182,461,1952,27001,15350,348431,2428,32236,3496,343,1443,17116,138768, 81722,117909,119790,164656,72706,137369, 96327,114915,117783,166557,110532,161671,123873,159612,112851,168518,111840,170363,108554,139675, 92637,114915,117783,165344,113530,1,0,105597,150033,0.4131,0.4134,0.2,0.4,0,0.1586
36,2,541101,429280,0.0018658489,0.9826,0.2892,21445,468752,1869,14592,3895,378,2422,27748,14558,379122,1353,10481,3170,299,1883,18414,140469, 95984,118203,136140,168108,86262,140101,108532,121046,136089,177042,134251,171498,148586,168932,138007,179800,135181,182572,131061,141721,106730,121046,136089,175969,137417,1,0,125009,156777,0.4436,0.4438,0.2,0.4,0,0.1586
37,1,541072,414958,0.0019193433,0.9766,0.5081,22841,430779,3082,50643,3591,444,1924,27768,14313,343568,2296,32738,2964,339,1404,17336,145188, 76215,120670,117783,173584,65067,140715, 94555,119702,112257,174682,100065,168670,114186,166097,104231,175608,103106,178157, 98881,145038, 88406,119702,112257,172643,104094,0,0, 98634,156307,0.3869,0.3877,0.0,0.2,0,0.2544
37,2,543153,435165,0.0019193433,0.9766,0.2133,22358,470539,1995,13949,4486,395,2450,26981,15595,383985,1485, 9979,3702,303,1922,18194,134050,101491,115442,138147,159180,93901,136755,110304,116259,141615,168917,144718,164499,158273,162447,146627,172711,143916,174778,140734,136358,110960,116259,141615,168671,146854,0,0,131972,150503,0.4672,0.4669,0.2,0.2,0,0.2544
38,1,542847,428275,0.0013548848,0.9739,0.2778,19910,453498,1855,33237,3793,380,2285,27889,13509,367392,1361,22484,3105,298,1767,18359,136781, 98107,113652,138791,164416,88017,135210,112006,116069,138430,169840,134214,163758,148829,161526,138108,172329,135633,174766,131603,137516,109230,116069,138430,168444,137678,0,0,126374,150834,0.4559,0.4562,0.2,0.2,0,0.2553
38,2,541378,421848,0.0013548848,0.9739,0.2980,25289,447820,3222,31355,4284,459,2089,26860,16399,360161,2420,20233,3561,344,1559,17171,142457, 79599,122460,117140,168348,70950,142260, 92852,119892,115443,173759,110569,169411,123630,167018,112749,175990,111389,178169,108011,143880, 90137,119892,115443,172869,113269,0,0,104233,155976,0.4006,0.4008,0.0,0.2,0,0.2553
39,1,543895,422608,0.0032880629,0.9755,0.4848,24185,441944,3235,40985,4215,451,2006,26874,15652,355773,2449,26372,3518,340,1478,17026,141342, 80280,120200,118757,167487,71139,140065, 94796,117551,116742,170329,109547,165594,122771,163399,111840,172353,110702,174354,107286,142273, 91244,117551,116742,169206,112429,1,0,104385,153267,0.4051,0.4055,0.0,0.2,0,0.2550
39,2,540330,427515,0.0032880629,0.9755,0.2589,21014,459374,1842,23607,3862,388,2368,27875,14256,371780,1332,16345,3148,302,1848,18504,137895, 97426,115912,137173,165277,87829,137405,110063,118410,137130,173269,135236,167576,149688,165145,139017,175966,136320,178581,132329,139123,108123,118410,137130,172107,138518,1,0,126221,153543,0.4512,0.4514,0.2,0.2,0,0.2550
40,1,543303,425577,0.0021960386,0.9614,0.2147,24780,454591,2486,29244,4037,414,1983,25768,16070,366967,1840,18836,3343,309,1495,16717,138785, 89229,119027,127895,166151,80177,137407,104413,116280,127099,170514,122801,165370,137095,162501,126560,172773,124303,175371,120377,140342,100430,116280,127099,169306,126227,2,0,115994,152418,0.4322,0.4324,0.2,0.4,0,0.1586
40,2,540922,424546,0.0021960386,0.9614,0.2856,20419,446727,2591,35348,4040,425,2391,28981,13838,360586,1941,23881,3323,333,1831,18813,140452, 88476,117085,128035,166612,78791,140063,100446,119681,126773,173085,121982,167799,135364,166042,124298,175546,122719,177565,119238,141054, 98937,119681,126773,172007,124720,2,0,114612,154393,0.4261,0.4263,0.2,0.4,0,0.1586
41,1,541556,427221,0.0010265397,0.9712,0.1845,21425,450325,2608,31652,4145,449,2401,28551,14640,364973,1949,21450,3411,357,1845,18596,136111, 93964,113067,133417,161937,84689,136082,105648,114719,132269,167308,127760,161305,142048,159633,130608,169656,128824,171582,125328,136800,104429,114719,132269,165897,130914,2,0,120455,149140,0.4468,0.4471,0.2,0.3,0,0.2085
41,2,542669,422902,0.0010265397,0.9712,0.4122,23774,450993,2469,32940,3932,390,1973,26198,15268,362580,1832,21267,3255,285,1481,16934,143126, 83742,123045,122513,170826,74278,141388, 99211,121242,121603,176290,117023,171864,130411,168911,120250,178662,118198,181353,114287,144596, 94938,121242,121603,175416,120034,2,0,110151,157671,0.4113,0.4115,0.1,0.3,0,0.2085
42,1,544055,425997,0.0035832046,0.9625,0.3764,24522,455887,2499,29085,3984,391,1957,25730,15833,367794,1844,18747,3315,285,1460,16719,139499, 88735,119625,127480,166804,79702,138157,103962,117000,126473,171377,121889,166335,136049,163477,125580,173618,123325,176051,119562,141020, 99971,117000,126473,170172,125281,2,0,115275,153194,0.4294,0.4297,0.2,0.4,0,0.1586
42,2,540170,424126,0.0035832046,0.9625,0.2103,20677,445431,2578,35507,4093,448,2417,29019,14075,359759,1937,23970,3351,357,1866,18811,139738, 88970,116487,128450,165960,79265,139313,100897,118961,127400,172222,122894,166834,136410,165067,125277,174701,123697,176884,120052,140375, 99396,118961,127400,171142,125666,2,0,115331,153616,0.4288,0.4290,0.2,0.4,0,0.1586
43,1,543221,415833,0.0020447785,0.9674,0.3693,22707,433794,3039,50054,3641,466,1958,27562,14255,345054,2242,32330,2997,337,1415,17203,147865, 70810,124653,108870,172189,61945,144719, 86211,122815,104977,177817, 94559,172450,107668,170083, 97290,179827, 96001,181021, 93226,147355, 81960,122815,104977,176239, 97749,1,0, 92155,159343,0.3664,0.3672,0.0,0.3,0,0.1988
43,2,541004,434290,0.0020447785,0.9674,0.1689,22492,467524,2038,14538,4436,373,2416,27187,15653,382499,1539,10387,3669,305,1911,18327,131372,106895,111459,147060,160575,97023,132751,118648,113146,148896,165782,150224,160720,164791,158461,153568,168491,151021,171914,146389,134040,117407,113146,148896,165074,153199,1,0,138451,147467,0.4842,0.4841,0.3,0.3,0,0.1988
44,1,541298,416439,0.0015024557,0.9663,0.3107,22406,432130,2964,50384,3436,469,1986,27523,14088,345545,2207,32606,2849,347,1455,17342,149093, 70290,125102,109032,172866,61885,145082, 86202,124239,104309,180055, 93464,174326,106741,171874, 96412,181652, 95136,182735, 92391,148035, 81853,124239,104309,178128, 96829,1,0, 91585,160702,0.3630,0.3639,0.0,0.3,0,0.1992
44,2,542927,433684,0.0015024557,0.9663,0.2169,22793,469188,2113,14208,4641,370,2388,27226,15820,382008,1574,10111,3817,295,1871,18188,130144,107415,111010,146898,159898,97083,132388,118657,111722,149563,163544,151319,158844,165718,156670,154446,166667,151885,170200,147224,133361,117514,111722,149563,163185,154119,1,0,139021,146109,0.4876,0.4873,0.3,0.3,0,0.1992
45,1,542632,424687,0.0009582882,0.9652,0.2851,24815,454184,2479,28984,4037,416,1942,25775,16084,366261,1834,18679,3346,309,1462,16712,137780, 89511,117769,128581,165471,80270,136339,104905,115411,127612,169619,123306,164425,137703,161507,127210,171794,124911,174503,120886,139339,100818,115411,127612,168370,126803,1,0,116489,151461,0.4347,0.4350,0.2,0.4,0,0.1586
45,2,541593,425436,0.0009582882,0.9652,0.3393,20384,447134,2598,35608,4040,423,2432,28974,13824,361292,1947,24038,3320,333,1864,18818,141457, 88194,118343,127349,167293,78698,141131, 99954,120550,126261,173979,121477,168744,134756,167037,123648,176524,122111,178432,118729,142057, 98549,120550,126261,172943,124144,1,0,114117,155349,0.4235,0.4237,0.2,0.4,0,0.1586
46,1,541611,421179,0.0009250847,0.9527,0.2064,22972,447180,2295,37956,3217,374,2010,25607,14488,359805,1684,24402,2641,276,1545,16338,150390, 80363,125990,122277,177666,70797,145892, 98667,125625,118350,182877,107574,176392,122458,173439,112529,184572,110244,186603,106312,149984, 93028,125625,118350,180776,111823,2,0,104956,162944,0.3918,0.3925,0.0,0.2,0,0.2588
46,2,542614,428944,0.0009250847,0.9527,0.1852,22227,454138,2782,26636,4860,465,2364,29142,15420,367748,2097,18315,4025,366,1781,19192,128847, 97343,110122,133653,155097,88170,131578,106192,110336,135522,160722,137209,156778,150001,155105,138329,163747,136777,166332,133303,131412,106339,110336,135522,160537,139124,2,0,125650,143866,0.4662,0.4660,0.2,0.2,0,0.2588
47,1,541835,420774,0.0005118864,0.9723,0.4537,25118,443620,3231,36192,4244,450,2078,26902,16224,356294,2430,23266,3537,335,1540,17148,140713, 79514,120820,116860,166529,70889,140289, 93029,118238,115523,171719,110282,167372,123292,165058,112418,173861,111127,176023,107796,142087, 90075,118238,115523,170807,112983,1,0,104073,154062,0.4032,0.4034,0.0,0.2,0,0.2546
47,2,542390,429349,0.0005118864,0.9723,0.2538,20081,457698,1846,28400,3833,389,2296,27847,13684,371259,1351,19451,3129,307,1786,18382,138524, 98191,115292,139071,166235,88078,137181,111830,117724,138349,171879,134501,165797,149167,163485,138440,174458,135894,176912,131819,139309,109292,117724,138349,170507,137964,1,0,126534,152749,0.4531,0.4533,0.2,0.2,0,0.2546
48,1,540175,426393,0.0035739814,0.9657,0.3162,21199,453205,2631,27173,4186,458,2446,28877,14424,366632,1977,18817,3449,362,1881,18851,135268, 94115,111873,134184,161869,84439,134702,106491,114462,132715,167762,128702,161646,143114,159781,132040,169891,129964,172229,126172,135928,104807,114462,132715,166262,131999,1,1,121194,148948,0.4486,0.4489,0.2,0.2,0,0.2581
48,2,544050,423730,0.0035739814,0.9657,0.3503,24000,448113,2446,37419,3891,381,1928,25872,15484,360921,1804,23900,3217,280,1445,16679,143969, 83590,124239,121746,170895,74529,142768, 98368,121499,121157,175837,116081,171524,129345,168763,118817,178428,117057,180706,113443,145467, 94560,121499,121157,175052,118949,1,1,109412,157862,0.4094,0.4096,0.0,0.2,0,0.2581
49,1,542775,428871,0.0012220711,0.9788,0.2484,20135,456663,1857,29728,3813,383,2282,27914,13679,370041,1355,20232,3116,301,1762,18385,137932, 97801,114678,138687,165667,87675,136443,111626,117146,137934,171243,133901,165166,148532,162904,137824,173785,135301,176247,131219,138681,108947,117146,137934,169869,137356,1,0,126050,152121,0.4531,0.4534,0.2,0.2,0,0.2550
49,2,541450,421252,0.0012220711,0.9788,0.4511,25064,444655,3220,34864,4264,456,2092,26835,16229,357512,2426,22485,3550,341,1564,17145,141305, 79905,121434,117243,167097,71293,141027, 93232,118815,115938,172356,110882,168003,123927,165639,113033,174534,111721,176689,108396,142715, 90420,118815,115938,171444,113592,1,0,104557,154689,0.4033,0.4035,0.0,0.2,0,0.2550
50,1,540243,427452,0.0034485462,0.9717,0.2522,20039,457613,1893,26537,3800,381,2306,27674,13641,370653,1380,18285,3105,298,1782,18308,138339, 96930,115190,137493,166046,86681,137023,110383,117976,136575,172177,132840,166144,147296,163959,136674,174620,134156,177078,130117,139150,107871,117976,136575,170796,136217,1,0,124914,152855,0.4497,0.4500,0.2,0.2,0,0.2553
50,2,543982,422671,0.0034485462,0.9717,0.4104,25160,443705,3184,38055,4277,458,2068,27075,16267,356900,2401,24432,3561,344,1544,17222,140898, 80775,120922,118438,166718,72287,140447, 94476,117985,117297,171421,111943,167025,125163,164584,114184,173699,112866,175857,109498,142246, 91496,117985,117297,170517,114731,1,0,105692,153955,0.4071,0.4073,0.0,0.2,0,0.2553
51,1,539495,430139,0.0048283336,0.9717,0.2067,22140,458174,1952,22892,4450,411,2409,27067,15414,373453,1442,15806,3671,312,1881,18160,130546,101007,112452,136852,155396,93434,133130,109814,112926,140238,164614,143033,160184,156521,158201,144974,168271,142394,170280,139287,132881,110277,112926,140238,164310,145242,1,0,130755,146600,0.4714,0.4712,0.2,0.2,0,0.2562
51,2,544730,419984,0.0048283336,0.9717,0.5241,23059,443144,3125,41700,3627,428,1965,27682,14494,354100,2339,26911,2995,330,1445,17370,148692, 76699,123660,119078,177368,65534,144340, 95045,123035,113635,178984,101750,172985,115938,170343,105883,180047,104627,182655,100328,148514, 89090,123035,113635,177003,105706,1,0, 99851,160211,0.3840,0.3847,0.0,0.2,0,0.2562
52,1,542800,415521,0.0012681870,0.9717,0.3886,22683,433434,3018,50065,3646,472,1976,27506,14241,344783,2229,32345,2996,345,1422,17160,147154, 70984,124110,108840,171431,62146,144129, 86279,122251,105112,177229, 95030,171897,108100,169520, 97744,179243, 96444,180438, 93683,146705, 82063,122251,105112,175665, 98200,2,0, 92436,158740,0.3680,0.3688,0.0,0.3,0,0.1986
52,2,541425,434602,0.0012681870,0.9717,0.2113,22516,467884,2059,14527,4431,367,2398,27243,15667,382770,1552,10372,3670,297,1904,18370,132083,106722,112002,147091,161333,96822,133341,118580,113710,148760,166370,149753,161272,164359,159024,153113,169076,150577,172497,145932,134691,117304,113710,148760,165648,152747,2,0,138171,148071,0.4827,0.4825,0.3,0.3,0,0.1986
53,1,540301,420884,0.0033415573,0.9706,0.2771,23922,445890,2313,36717,3765,395,2081,25218,15423,359188,1696,23330,3120,281,1587,16259,147069, 79326,127383,116431,171929,71668,146370, 92922,125240,116261,180419,111397,176134,124445,173626,113505,183495,111688,184943,108813,148187, 90088,125240,116261,179723,113969,1,0,104645,161660,0.3930,0.3932,0.0,0.2,0,0.2574
53,2,543924,429239,0.0033415573,0.9706,0.3777,21277,455428,2764,27875,4312,444,2293,29531,14485,368365,2085,19387,3546,361,1739,19271,132168, 98379,108729,139500,160835,87300,131100,111937,110721,137611,163180,133386,157035,148014,154918,137353,164824,135334,167992,130802,133209,109278,110721,137611,161590,136978,1,0,125962,145150,0.4646,0.4649,0.2,0.2,0,0.2574
54,1,541587,427990,0.0009693560,0.9723,0.3242,19919,456684,1888,28619,3798,384,2290,28005,13532,369791,1383,19645,3116,301,1766,18456,137263, 97438,114031,138148,164813,87402,135661,111271,116594,137193,170769,133159,164756,147652,162463,137050,173216,134532,175694,130515,137943,108564,116594,137193,169380,136582,1,0,125436,151526,0.4529,0.4532,0.2,0.2,0,0.2555
54,2,542638,422133,0.0009693560,0.9723,0.3513,25280,444634,3189,35973,4279,455,2084,26744,16376,357762,2398,23072,3550,341,1560,17074,141974, 80268,122081,117782,167951,71565,141809, 93587,119368,116680,172829,111624,168413,124807,166081,113807,175103,112490,177241,109100,143453, 90803,119368,116680,171933,114365,1,0,105170,155284,0.4038,0.4040,0.0,0.2,0,0.2555
55,1,540434,415677,0.0030962208,0.9690,0.4799,22955,430684,3123,50377,3580,431,1915,27369,14460,344465,2340,32551,2968,324,1407,17162,144344, 77419,120140,118563,172122,66673,140339, 95087,119168,113557,173259,102396,167411,116354,165000,106251,174377,105128,176733,101120,144236, 89437,119168,113557,171356,106250,2,0,100254,155289,0.3923,0.3930,0.0,0.2,0,0.2546
55,2,543791,434446,0.0030962208,0.9690,0.2232,22244,470634,1954,14215,4497,408,2459,27380,15448,383088,1441,10166,3698,318,1919,18368,134893,100287,115972,137367,160641,92295,137130,109772,116793,140315,170340,142387,165759,156105,163543,144606,173942,141893,176202,138495,137160,109930,116793,140315,169957,144697,2,0,130352,151521,0.4624,0.4623,0.2,0.2,0,0.2546
56,1,542457,420574,0.0006354770,0.9608,0.3332,24845,440491,3233,40063,4269,451,2032,27073,16064,353733,2452,25773,3558,337,1499,17158,139271, 80082,119219,117697,165151,71384,138591, 94011,116200,116403,169090,110488,164576,123707,162275,112709,171192,111533,173334,108119,140557, 90795,116200,116403,168094,113312,2,1,104613,151889,0.4078,0.4081,0.1,0.3,0,0.2067
56,2,541768,429549,0.0006354770,0.9608,0.2046,20354,460827,1844,24529,3808,388,2342,27676,13844,373820,1329,16944,3108,305,1827,18372,139966, 97624,116893,138233,167613,87584,138879,110847,119762,137469,174509,134295,168593,148752,166269,138148,177126,135488,179602,131496,140839,108572,119762,137469,173220,137636,2,1,125993,154921,0.4485,0.4488,0.2,0.3,0,0.2067
57,1,543414,423704,0.0024007932,0.9755,0.3372,24310,448023,2403,37370,3789,384,1917,25218,15699,361152,1777,23951,3141,278,1446,16260,141619, 83618,121286,122136,166374,76475,140102, 98603,118051,121522,172610,115128,167295,129329,164730,118433,174826,116440,176558,113263,142345, 95210,118051,121522,171204,118518,1,0,109494,154345,0.4150,0.4153,0.2,0.4,0,0.1586
57,2,540811,426419,0.0024007932,0.9755,0.3041,20889,453295,2674,27222,4288,455,2457,29531,14209,366401,2004,18766,3525,364,1880,19270,137618, 94088,114826,133794,166390,82492,137368,106256,117910,132351,170989,129655,165874,143130,163814,132425,173493,130581,176378,126352,139051,104157,117910,132351,170109,132429,1,0,121112,152466,0.4427,0.4429,0.2,0.4,0,0.1586
58,1,544469,423945,0.0043468837,0.9652,0.2500,23873,449010,2314,37594,3773,408,2106,25391,15378,361550,1696,23898,3134,293,1615,16381,148644, 79678,128561,117358,173633,71998,147777, 93602,126390,116918,182235,111562,177873,124715,175348,113720,185226,111971,186750,108983,149654, 90661,126390,116918,181486,114190,0,0,105050,163243,0.3915,0.3918,0.0,0.2,0,0.2582
58,2,539756,426178,0.0043468837,0.9652,0.2731,21326,452308,2763,26998,4304,431,2268,29358,14530,366003,2085,18819,3532,349,1711,19149,130593, 98028,107550,138572,159131,86970,129693,111257,109571,136955,161364,133221,155297,147744,153196,137137,163093,135051,166185,130632,131742,108706,109571,136955,159827,136757,0,0,125557,143567,0.4665,0.4668,0.2,0.2,0,0.2582
59,1,541057,432424,0.0019470128,0.9636,0.1927,21806,468698,1944,14131,4447,395,2473,27163,15168,381557,1437,10121,3663,302,1932,18244,134676, 99917,115895,136783,160361,91850,137044,109243,116658,139775,169966,141703,165461,155275,163266,143848,173589,141161,175758,137823,136995,109448,116658,139775,169608,143962,3,0,129737,151267,0.4617,0.4615,0.2,0.2,0,0.2549
59,2,543168,417699,0.0019470128,0.9636,0.3498,23393,432620,3133,50461,3630,444,1901,27586,14740,345996,2344,32596,3003,340,1394,17286,144561, 77789,120217,119147,172403,67117,140426, 95616,119303,114097,173633,103080,167708,117184,165278,107010,174730,105861,177177,101792,144401, 89919,119303,114097,171705,106985,3,0,100869,155543,0.3934,0.3941,0.0,0.2,0,0.2549
60,1,540278,434402,0.0033839840,0.9630,0.1780,22121,474645,2031, 8121,4538,360,2459,26003,15419,387680,1528, 6184,3738,290,1948,17615,132444,107084,112718,147142,161789,97099,134224,118300,114267,149075,167212,150857,162511,165192,160111,154190,170060,151363,173606,146763,135295,117407,114267,149075,166700,153673,1,0,138706,148894,0.4823,0.4821,0.3,0.3,0,0.1979
60,2,543947,415721,0.0033839840,0.9630,0.3630,23078,426673,3046,56471,3539,479,1915,28746,14489,339873,2253,36533,2928,352,1378,17915,146793, 70622,123394,108788,170975,61868,143246, 86558,121694,104798,176387, 93926,170658,107267,168433, 96667,178258, 95659,179329, 92852,146101, 81960,121694,104798,174613, 97274,1,0, 91900,157916,0.3679,0.3687,0.0,0.3,0,0.1979
