draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_cra,uss_16_dem_stu,gov_18_rep_lit,gov_18_dem_jor,atg_18_rep_was,atg_18_dem_bis,sos_18_rep_den,sos_18_dem_hum,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_ris,uss_20_dem_jor,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
39,1,915720,678030,0.004168330,0.9817,0.4437,159096,679816,10436, 4761,15088,2076,4073,40374,100332,525180,6677, 3766,12083,1438,2873,25681,186025, 99076,200656, 97048,168269,124019,182882,106031,174109,117269,250050,154821,243357,155064,193340, 98062,175088,115773,246704,154943,1,1,121904,200764,0.3778,0.3770,0,0,0,0.1884
39,2,923386,698370,0.004168330,0.9817,0.1965, 80311,770707, 4349,14142,10948,1325,4170,37434, 51368,596286,3269,10169, 8925,1004,3054,24295,223029, 90690,248360, 91200,193391,107063,201908, 97251,196544,104767,304068,132198,295088,130799,235695, 90945,197282,103027,299578,131500,1,1,107710,237484,0.3120,0.3138,0,0,0,0.1884
40,1,920781,682361,0.001335431,0.9749,0.3408,132023,713727, 9628, 9616,16044,1905,3431,34407, 84290,546067,6497, 7080,12724,1372,2418,21913,192537, 93756,218336, 94186,169162,115966,182154,101860,173995,111917,257520,143050,249536,143125,205436, 93971,175105,109915,253529,143088,1,3,114837,206178,0.3577,0.3582,0,0,0,0.1884
40,2,918325,694039,0.001335431,0.9749,0.1920,107384,736796, 5157, 9287, 9992,1496,4812,43401, 67410,575399,3449, 6855, 8284,1070,3509,28063,216518, 96010,230680, 94063,192498,115116,202635,101422,196658,110119,296598,143970,288908,142738,223599, 95037,197265,108885,292753,143354,1,3,114777,232069,0.3309,0.3316,0,0,0,0.1884
41,1,922112,665475,0.002782874,0.9880,0.3245,171274,688341, 5851, 9794, 8899,1782,3452,32719,106872,515812,4194, 7130, 7333,1238,2366,20530,200039, 68407,221586, 70461,169946, 84671,180826, 74087,175206, 81340,269358,102760,258210,104595,210812, 69434,175327, 80033,263785,103678,1,1, 83760,210739,0.2844,0.2858,0,0,0,0.1884
41,2,916994,710925,0.002782874,0.9880,0.2453, 68133,762182, 8934, 9109,17137,1619,4791,45089, 44828,605654,5752, 6805,13675,1204,3561,29446,209016,121358,227430,117787,191714,146411,203964,129196,195447,140696,284760,184260,280235,181268,218223,119573,197043,138767,282497,182764,1,1,145854,227508,0.3906,0.3905,0,0,0,0.1884
42,1,921885,684113,0.002536015,0.9805,0.3994,128553,720523, 8859, 9490,14981,1773,3609,34097, 82282,551385,5969, 6993,11979,1277,2575,21653,191129, 99803,216835, 99713,168785,121275,181824,106769,173252,117337,258175,150158,250402,149855,203982, 99758,174622,115127,254289,150007,1,4,120701,205772,0.3697,0.3703,0,0,0,0.1884
42,2,917221,692287,0.002536015,0.9805,0.1994,110854,730000, 5926, 9413,11055,1628,4634,43711, 69418,570081,3977, 6942, 9029,1165,3352,28323,217925, 89963,232181, 88535,192875,109807,202965, 96514,197402,104699,295943,136862,288043,136008,225053, 89250,197749,103673,291993,136435,1,4,108913,232475,0.3190,0.3195,0,0,0,0.1884
43,1,921779,667667,0.002420741,0.9841,0.2734,171234,688150, 5674, 9875, 8876,1780,3453,32737,106979,517751,4087, 7198, 7310,1238,2346,20758,202560, 68466,223675, 70668,171730, 84285,182414, 74000,176887, 81126,272623,102224,261149,104156,213117, 69567,177011, 79803,266886,103191,1,1, 83561,213005,0.2818,0.2833,0,0,0,0.1884
43,2,917327,708733,0.002420741,0.9841,0.2091, 68173,762373, 9111, 9028,17160,1621,4790,45071, 44721,603715,5859, 6737,13698,1204,3581,29218,206494,121300,225341,117581,189930,146798,202375,129283,193767,140910,281495,184796,277296,181707,215918,119441,195359,138997,279395,183251,1,1,146054,225242,0.3934,0.3931,0,0,0,0.1884
44,1,918236,684029,0.001432218,0.9805,0.3941,130742,714730, 9204, 9566,14649,1846,3608,33891, 83854,549529,6224, 7044,11754,1331,2597,21696,188382,101108,213856,101278,165526,122793,178592,108410,169983,118989,252315,151237,244428,151022,201119,101193,171368,116731,248373,151131,1,2,122120,201870,0.3769,0.3775,0,0,0,0.1884
44,2,920870,692371,0.001432218,0.9805,0.1967,108665,735793, 5581, 9337,11387,1555,4635,43917, 67846,571937,3722, 6891, 9254,1111,3330,28280,220672, 88658,235160, 86970,196134,108289,206198, 94873,200670,103047,301803,135783,294017,134841,227917, 87815,201002,102070,297909,135312,1,2,107495,236378,0.3126,0.3131,0,0,0,0.1884
45,1,918983,664265,0.000619866,0.9880,0.3012,171983,684838, 5668, 9822, 8816,1766,3448,32642,107347,514212,4084, 7153, 7269,1238,2346,20616,200554, 68254,222009, 70313,170161, 83975,180891, 73671,175403, 80777,269011,101683,257850,103515,211281, 69284,175486, 79475,263431,102599,1,1, 83170,210840,0.2829,0.2843,0,0,0,0.1884
45,2,920123,712135,0.000619866,0.9880,0.2398, 67424,765685, 9117, 9081,17220,1635,4795,45166, 44353,607254,5862, 6782,13739,1204,3581,29360,208501,121512,227007,117935,191498,147107,203898,129612,195251,141259,285107,185337,280595,182349,217754,119724,196884,139326,282851,183843,1,1,146445,227407,0.3917,0.3915,0,0,0,0.1884
46,1,918298,711596,0.001364794,0.9884,0.2436, 68215,763269, 8953, 9122,17138,1619,4813,45169, 44895,606220,5766, 6814,13677,1197,3573,29454,208997,121351,227511,117800,191830,146581,204137,129289,195611,140788,284882,184473,280371,181456,218254,119576,197194,138886,282626,182965,1,1,145963,227619,0.3907,0.3905,0,0,0,0.1884
46,2,920808,664804,0.001364794,0.9884,0.3239,171192,687254, 5832, 9781, 8898,1782,3430,32639,106805,515246,4180, 7121, 7331,1245,2354,20522,200057, 68415,221505, 70449,169830, 84501,180652, 73994,175042, 81248,269236,102547,258074,104407,210781, 69431,175176, 79914,263656,103478,1,1, 83651,210628,0.2843,0.2857,0,0,0,0.1884
47,1,919756,664044,0.000220759,0.9892,0.3236,171142,686305, 5822, 9790, 8897,1787,3436,32577,106776,514542,4176, 7134, 7335,1244,2359,20478,199812, 68389,221320, 70433,169436, 84527,180282, 74001,174687, 81239,268499,102445,257328,104317,210566, 69411,174803, 79923,262914,103381,1,0, 83621,210195,0.2846,0.2860,0,0,0,0.1884
47,2,919350,712356,0.000220759,0.9892,0.2445, 68265,764218, 8963, 9113,17139,1614,4807,45231, 44924,606924,5770, 6801,13673,1198,3568,29498,209242,121377,227696,117815,192224,146555,204508,129282,195967,140797,285619,184575,281116,181546,218469,119597,197567,138878,283368,183061,1,0,145993,228052,0.3903,0.3902,0,0,0,0.1884
48,1,918354,709244,0.001303894,0.9844,0.2016, 69460,761819, 9064, 9096,17223,1629,4726,45337, 45520,603200,5842, 6772,13751,1205,3512,29442,207665,119918,226026,116299,190425,144786,202577,127672,194084,139145,283930,182422,279389,179514,216846,118109,195697,137201,281660,180968,1,0,144251,226298,0.3893,0.3892,0,0,0,0.1884
48,2,920752,667156,0.001303894,0.9844,0.3541,169947,688704, 5721, 9807, 8813,1772,3517,32471,106180,518266,4104, 7163, 7257,1237,2415,20534,201389, 69848,222990, 71949,171235, 86296,182213, 75611,176569, 82891,270188,104598,259056,106350,212190, 70899,176674, 81599,264622,105474,1,0, 85363,211949,0.2871,0.2885,0,0,0,0.1884
49,1,919963,693634,0.000445869,0.9809,0.1921,108357,735489, 5613, 9349,11384,1535,4640,43596, 67777,573339,3738, 6913, 9289,1098,3337,28143,222075, 89562,236489, 87809,197435,109022,207532, 95605,201931,103832,302571,136678,294828,135517,229282, 88686,202301,102819,298699,136097,1,2,108289,237550,0.3131,0.3136,0,0,0,0.1884
49,2,919143,682766,0.000445869,0.9809,0.3443,131050,715034, 9172, 9554,14652,1866,3603,34212, 83923,548127,6208, 7022,11719,1344,2590,21833,186979,100204,212527,100439,164225,122060,177258,107678,168722,118204,251547,150342,243617,150346,199753,100322,170069,115981,247583,150345,1,2,121325,200697,0.3768,0.3774,0,0,0,0.1884
50,1,915871,709282,0.004004119,0.9880,0.2362, 66560,762624, 9053, 9055,17136,1614,4778,45051, 43852,605086,5834, 6761,13680,1196,3564,29309,207745,121334,226220,117732,190818,146690,203129,129319,194522,140901,283968,184820,279504,181826,216983,119533,196158,138970,281736,183323,1,1,146089,226557,0.3920,0.3919,0,0,0,0.1884
50,2,923235,667118,0.004004119,0.9880,0.2964,172847,687899, 5732, 9848, 8900,1787,3465,32757,107848,516380,4112, 7174, 7328,1246,2363,20667,201310, 68432,222796, 70517,170842, 84392,181660, 73963,176131, 81135,270150,102200,258941,104037,212053, 69474,176212, 79830,264546,103120,1,1, 83525,211690,0.2829,0.2844,0,0,0,0.1884
51,1,919756,664044,0.000220759,0.9892,0.3236,171142,686305, 5822, 9790, 8897,1787,3436,32577,106776,514542,4176, 7134, 7335,1244,2359,20478,199812, 68389,221320, 70433,169436, 84527,180282, 74001,174687, 81239,268499,102445,257328,104317,210566, 69411,174803, 79923,262914,103381,1,0, 83621,210195,0.2846,0.2860,0,0,0,0.1884
51,2,919350,712356,0.000220759,0.9892,0.2445, 68265,764218, 8963, 9113,17139,1614,4807,45231, 44924,606924,5770, 6801,13673,1198,3568,29498,209242,121377,227696,117815,192224,146555,204508,129282,195967,140797,285619,184575,281116,181546,218469,119597,197567,138878,283368,183061,1,0,145993,228052,0.3903,0.3902,0,0,0,0.1884
52,1,923784,714938,0.004601149,0.9888,0.2459, 69344,767156, 9045, 9136,17197,1612,4799,45495, 45526,608624,5833, 6818,13726,1198,3576,29637,209551,121565,227999,118000,191700,146816,204057,129463,195496,141008,285321,184706,280595,181864,218775,119783,197085,139095,282958,183285,1,0,146203,227816,0.3909,0.3908,0,0,0,0.1884
52,2,915322,661462,0.004601149,0.9888,0.3255,170063,683367, 5740, 9767, 8839,1789,3444,32313,106174,512842,4113, 7117, 7282,1244,2351,20339,199504, 68201,221017, 70249,169960, 84266,180733, 73820,175158, 81028,268797,102314,257849,103999,210260, 69225,175285, 79705,263324,103157,1,0, 83411,210431,0.2839,0.2853,0,0,0,0.1884
53,1,919043,711458,0.000554617,0.9868,0.2452, 68610,763706, 8926, 9136,17004,1598,4808,45255, 45106,605964,5739, 6825,13577,1178,3576,29493,208455,120782,226708,117172,191003,145779,203243,128586,194758,140051,284942,183465,280274,180641,217582,118978,196336,138138,282608,182053,1,1,145211,227054,0.3901,0.3900,0,0,0,0.1884
53,2,920063,664942,0.000554617,0.9868,0.3243,170797,686817, 5859, 9767, 9032,1803,3435,32553,106594,515502,4207, 7110, 7431,1264,2351,20483,200600, 68984,222308, 71076,170657, 85303,181547, 74697,175896, 81985,269176,103555,258171,105223,211454, 70030,176034, 80662,263674,104389,1,1, 84403,211194,0.2855,0.2869,0,0,0,0.1884
54,1,920250,712529,0.000757977,0.9872,0.2355, 67547,765684, 9065, 9094,17160,1623,4799,45278, 44443,607504,5844, 6793,13703,1201,3573,29468,208574,121564,227054,117960,191487,146976,203840,129570,195229,141171,285088,185153,280561,182200,217815,119763,196853,139239,282824,183677,1,1,146371,227404,0.3916,0.3914,0,0,0,0.1884
54,2,918856,663871,0.000757977,0.9872,0.2993,171860,684839, 5720, 9809, 8876,1778,3444,32530,107257,513962,4102, 7142, 7305,1241,2354,20508,200480, 68202,221962, 70288,170173, 84106,180949, 73713,175424, 80865,269030,101867,257884,103663,211221, 69245,175517, 79561,263458,102766,1,1, 83243,210843,0.2831,0.2845,0,0,0,0.1884
55,1,921741,682429,0.002379417,0.9801,0.3413,132456,715819, 9006, 9567,15263,1878,3574,34178, 84638,546776,6190, 7018,12202,1351,2573,21681,188402, 96186,213641, 96375,164863,117686,177726,103557,169457,113762,254200,145207,246012,145379,201021, 96280,170683,111669,250107,145294,1,3,116879,202044,0.3665,0.3672,0,0,0,0.1884
55,2,917365,693971,0.002379417,0.9801,0.1909,106951,734704, 5779, 9336,10773,1523,4669,43630, 67062,574690,3756, 6917, 8806,1091,3354,28295,220652, 93580,235375, 91874,196797,113396,207063, 99725,201196,108274,299918,141813,292432,140484,228014, 92728,201687,107131,296175,141148,1,3,112735,236204,0.3231,0.3235,0,0,0,0.1884
56,1,922797,666987,0.003527801,0.9876,0.3253,171050,689107, 5868, 9777, 9057,1814,3445,32679,106745,517259,4215, 7120, 7453,1275,2355,20565,201263, 69298,222997, 71379,171254, 85685,182208, 75015,176528, 82335,270068,104060,259025,105741,212130, 70338,176664, 81012,264547,104901,1,1, 84787,211906,0.2858,0.2871,0,0,0,0.1884
56,2,916309,709413,0.003527801,0.9876,0.2460, 68357,761416, 8917, 9126,16979,1587,4798,45129, 44955,604207,5731, 6815,13555,1167,3572,29411,207791,120468,226019,116870,190406,145397,202582,128268,194126,139701,284050,182960,279420,180122,216905,118669,195706,137788,281735,181541,1,1,144827,226341,0.3902,0.3901,0,0,0,0.1884
57,1,917997,708931,0.001692127,0.9848,0.2177, 69435,761506, 9064, 9092,17223,1629,4725,45323, 45506,602917,5842, 6771,13751,1205,3511,29428,207510,119865,225860,116236,190295,144733,202433,127627,193946,139092,283835,182389,279305,179476,216685,118051,195559,137151,281570,180933,0,0,144203,226168,0.3893,0.3892,0,0,0,0.1884
57,2,921109,667469,0.001692127,0.9848,0.3849,169972,689017, 5721, 9811, 8813,1772,3518,32485,106194,518549,4104, 7164, 7257,1237,2416,20548,201544, 69901,223156, 72012,171365, 86349,182356, 75656,176708, 82943,270283,104631,259140,106387,212350, 70957,176811, 81650,264712,105509,0,0, 85411,212079,0.2871,0.2885,0,0,0,0.1884
58,1,918744,710970,0.000879775,0.9860,0.2447, 68688,763200, 8958, 9122,17048,1604,4811,45313, 45165,605344,5763, 6809,13606,1181,3585,29517,208269,120709,226510,117113,190531,145637,202732,128458,194264,139910,284270,183271,279622,180435,217390,118912,195843,138002,281946,181853,1,1,145077,226599,0.3903,0.3902,0,0,0,0.1884
58,2,920362,665430,0.000879775,0.9860,0.3238,170719,687323, 5827, 9781, 8988,1797,3432,32495,106535,516122,4183, 7126, 7402,1261,2342,20459,200785, 69057,222506, 71135,171129, 85445,182058, 74825,176389, 82126,269848,103749,258822,105428,211645, 70096,176527, 80799,264335,104589,1,1, 84538,211648,0.2854,0.2868,0,0,0,0.1884
59,1,918111,690115,0.001568153,0.9777,0.1901, 85042,765159, 3875,14112, 8124,1234,3961,36604, 53929,588815,2910,10156, 6843, 928,2863,23671,227171, 83426,251252, 84668,196152, 98314,204034, 89669,199437, 96258,310740,121667,301008,120611,239212, 84047,199876, 94747,305874,121140,1,3, 99230,241399,0.2913,0.2933,0,0,0,0.1884
59,2,920995,686285,0.001568153,0.9777,0.4587,154365,685364,10910, 4791,17912,2167,4282,41204, 97771,532651,7036, 3779,14165,1514,3064,26305,181883,106340,197764,103581,165508,132769,180755,113614,171217,125778,243378,165353,237436,165252,189823,104961,172494,124054,240407,165303,1,3,130384,196848,0.3984,0.3975,0,0,0,0.1884
60,1,917083,691562,0.002686088,0.9817,0.1918,107539,734839, 4994, 9305,10636,1515,4663,43592, 67230,572741,3393, 6875, 8718,1066,3344,28195,221988, 89466,236248, 87746,197147,108562,207160, 95200,201556,103438,302126,135965,294367,134840,229118, 88607,201955,102400,298247,135403,1,3,107888,237226,0.3126,0.3131,0,0,0,0.1884
60,2,922023,684838,0.002686088,0.9817,0.3433,131868,715684, 9791, 9598,15400,1886,3580,34216, 84470,548725,6553, 7060,12290,1376,2583,21781,187067,100300,212768,100502,164513,122520,177630,108083,169098,118598,251992,151055,244077,151023,199917,100401,170415,116401,248035,151040,1,3,121726,201021,0.3772,0.3777,0,0,0,0.1884
61,1,921046,666736,0.001623615,0.9848,0.2749,169631,689262, 5576, 9852, 8767,1738,3480,32740,105886,518078,4029, 7171, 7215,1220,2370,20767,203459, 68375,224433, 70586,172749, 84097,183387, 73882,177924, 80976,272938,101673,261494,103639,213946, 69480,178021, 79652,267217,102657,1,1, 83318,213769,0.2805,0.2819,0,0,0,0.1884
61,2,918060,709664,0.001623615,0.9848,0.2101, 69776,761261, 9209, 9051,17269,1663,4763,45068, 45814,603388,5917, 6764,13793,1222,3557,29209,205595,121391,224583,117663,188911,146985,201403,129401,192729,141060,281180,185347,276950,182224,215089,119527,194349,139149,279065,183785,1,1,146296,224478,0.3946,0.3944,0,0,0,0.1884
62,1,921178,692895,0.001767163,0.9753,0.1572, 91490,761291, 4257,14107, 8489,1255,4118,36171, 58487,586577,3162,10150, 7136, 949,3011,23423,222935, 86554,247781, 87439,191400,100989,199405, 92247,194629, 99035,303921,124604,294379,123391,235358, 86996,195146, 97424,299150,123998,1,1,102037,236350,0.3015,0.3037,0,0,0,0.1884
62,2,917928,683505,0.001767163,0.9753,0.2827,147917,689232,10528, 4796,17547,2146,4125,41637, 93213,534889,6784, 3785,13872,1493,2916,26553,186120,103212,201235,100809,170260,130093,185384,111036,176025,123001,250197,162416,244065,162472,193677,102011,177224,121377,247131,162444,1,1,127577,201898,0.3872,0.3861,0,0,0,0.1884
63,1,916732,684133,0.003067795,0.9848,0.3601,143415,690891,11015, 4856,18062,2195,4308,41990, 90618,536843,7098, 3831,14290,1539,3094,26820,184459,104797,199294,102462,169453,131661,184473,112367,174721,124841,248292,164333,242246,164251,191876,103630,176216,122956,245269,164293,0,0,129245,200419,0.3921,0.3910,0,0,0,0.1884
63,2,922374,692267,0.003067795,0.9848,0.1997, 95992,759632, 3770,14047, 7974,1206,3935,35818, 61082,584623,2848,10104, 6718, 903,2833,23156,224595, 84969,249722, 85786,192207, 99421,200317, 90916,195933, 97195,305826,122687,296199,121612,237159, 85377,196154, 95844,301013,122150,0,0,100370,237828,0.2968,0.2989,0,0,0,0.1884
64,1,920435,699655,0.000959162,0.9677,0.2546,109097,732514, 7168, 9180,11856,1728,4681,44211, 68676,576301,4716, 6817, 9655,1233,3402,28855,215024, 97761,230618, 96382,190946,119399,201732,105143,195611,114052,290210,147908,282645,146850,222822, 97072,196098,112864,286427,147379,1,3,118214,229540,0.3399,0.3404,0,0,0,0.1884
64,2,918671,676745,0.000959162,0.9677,0.3923,130310,718009, 7617, 9723,14180,1673,3562,33597, 83024,545165,5230, 7118,11353,1209,2525,21121,194030, 92005,218398, 91866,170714,111683,183057, 98139,175043,107984,263908,139112,255799,139013,206214, 91935,176273,105936,259854,139063,1,3,111400,208707,0.3480,0.3487,0,0,0,0.1884
65,1,922860,668936,0.003596313,0.9833,0.3271,171667,687758, 6414,10014, 9157,1843,3427,32580,107588,517695,4586, 7355, 7533,1298,2346,20535,198565, 69273,220233, 71395,168852, 85981,179812, 75272,174169, 82558,267013,104252,255932,106031,209399, 70334,174279, 81271,261473,105142,1,1, 84966,209225,0.2888,0.2902,0,0,0,0.1884
65,2,916246,707464,0.003596313,0.9833,0.2409, 67740,762765, 8371, 8889,16879,1558,4816,45228, 44112,603771,5360, 6580,13475,1144,3581,29441,210489,120493,228783,116854,192808,145101,204978,128010,196485,139478,287105,182768,282513,179832,219637,118674,198091,137530,284809,181300,1,1,144648,229022,0.3871,0.3870,0,0,0,0.1884
66,1,915074,661168,0.004870845,0.9888,0.3157,171513,681692, 5714, 9789, 8846,1776,3424,32320,107046,511679,4096, 7122, 7285,1239,2336,20365,199356, 68039,220849, 70109,169185, 83882,179925, 73519,174404, 80656,267503,101656,256437,103400,210102, 69074,174506, 79352,261971,102529,1,1, 83037,209666,0.2837,0.2851,0,0,0,0.1884
66,2,924032,715232,0.004870845,0.9888,0.2531, 67894,768831, 9071, 9114,17190,1625,4819,45488, 44654,609787,5850, 6813,13723,1203,3591,29611,209698,121726,228167,118139,192475,147200,204864,129764,196249,141380,286615,185364,282008,182463,218933,119934,197864,139448,284311,183914,1,1,146577,228582,0.3907,0.3906,0,0,0,0.1884
67,1,917627,663455,0.002094496,0.9876,0.3006,171719,683904, 5647, 9835, 8797,1744,3448,32533,107196,513652,4070, 7167, 7248,1225,2349,20548,200566, 68097,221949, 70165,170246, 83853,180988, 73560,175496, 80672,268937,101455,257759,103303,211257, 69131,175578, 79362,263348,102379,1,1, 83015,210849,0.2825,0.2839,0,0,0,0.1884
67,2,921479,712945,0.002094496,0.9876,0.2392, 67688,766619, 9138, 9068,17239,1657,4795,45275, 44504,607814,5876, 6768,13760,1217,3578,29428,208489,121669,227067,118083,191413,147229,203801,129723,195158,141364,285181,185565,280686,182561,217778,119876,196792,139438,282933,184063,1,1,146599,227399,0.3920,0.3918,0,0,0,0.1884
68,1,923235,667118,0.004004119,0.9880,0.2964,172847,687899, 5732, 9848, 8900,1787,3465,32757,107848,516380,4112, 7174, 7328,1246,2363,20667,201310, 68432,222796, 70517,170842, 84392,181660, 73963,176131, 81135,270150,102200,258941,104037,212053, 69474,176212, 79830,264546,103120,1,1, 83525,211690,0.2829,0.2844,0,0,0,0.1884
