draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_16_dem_sch,uss_16_rep_car,uss_18_dem_hir,uss_18_rep_cur,gov_18_dem_ige,gov_18_rep_tup,pre_20_dem_bid,pre_20_rep_tru,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
2499,1,729975,568246,0.0032152087,0.9585,0.32147,73712,109570,16359, 826,304269,77735,2061,145443,48855, 92263,13129, 719,258761,54618,1608, 98293,109689,61483,130226,42478,112221,53476, 98985,62916,148656, 97532,51976,119957,58186,105601, 97532,148656,1,1,119955,63576,0.6536,0.6575,1,2,0,-0.1179
2499,2,725296,587659,0.0032152087,0.9585,0.07036,65211,204795, 5518,1495,227289,71319,3222,146447,44252,183361, 4930,1281,199507,50600,2616,101112,157207,67363,176382,50169,164095,58556,145948,68810,217472, 99332,58757,166791,63678,155020, 99332,217472,1,1,172222,68848,0.7144,0.7163,1,2,0,-0.1179
2500,1,724484,580351,0.0043311521,0.9457,0.21091,62807,139132,12533, 858,292517,73784,2457,140396,43009,121112,10464, 756,253452,52713,1944, 96901,127681,63490,146121,46566,127924,56270,113541,65562,174554, 95416,55026,136899,60910,120731, 95416,174554,1,0,137965,65461,0.6782,0.6802,1,2,0,-0.1179
2500,2,730787,575554,0.0043311521,0.9457,0.06694,76116,175233, 9344,1463,239041,75270,2826,151494,50098,154512, 7595,1244,204816,52505,2280,102504,139215,65356,160487,46081,148392,55762,131393,66165,191574,101448,55706,149848,60955,139891,101448,191574,1,0,154212,66963,0.6972,0.7006,1,2,0,-0.1179
2501,1,726522,567996,0.0015302992,0.9481,0.32051,73589,115072,16907, 875,300781,74799,2107,142392,49081, 97613,13661, 765,256389,52461,1653, 96373,105489,60430,125116,42018,108382,52683, 95552,61653,146061, 96920,51218,115302,57159,101966, 96920,146061,1,1,116119,62740,0.6492,0.6532,1,2,0,-0.1179
2501,2,728749,587909,0.0015302992,0.9481,0.07048,65334,199293, 4970,1446,230777,74255,3176,149498,44026,178011, 4398,1235,201879,52757,2571,103032,161407,68416,181493,50629,167934,59349,149382,70073,220067, 99944,59514,171446,64705,158656, 99944,220067,1,1,176058,69684,0.7164,0.7183,1,2,0,-0.1179
2502,1,727342,565632,0.0004033613,0.9593,0.37696,74768,128951,15724, 810,280869,70241,2254,153725,49274,108570,12557, 703,238991,50193,1770,103574,116566,66707,138456,47288,119654,59178,106006,68617,159546,102223,56992,127509,63890,112829,102223,159546,1,1,128045,68802,0.6505,0.6534,1,2,0,-0.1179
2502,2,727929,590273,0.0004033613,0.9593,0.07160,64155,185414, 6153,1511,250689,78813,3029,138165,43833,167054, 5502,1297,219277,55025,2454, 95831,150330,62140,168153,45359,156662,52854,138928,63109,206582, 94641,53741,159238,57974,147793, 94641,206582,1,1,164132,63623,0.7207,0.7233,1,2,0,-0.1179
2503,1,729530,573376,0.0026036388,0.9625,0.40243,73512,130937,13670, 788,280099,70680,2374,157470,49030,112971,11168, 682,240312,50688,1877,106648,123970,68835,146056,49352,127040,61377,112975,70962,169991,103429,59089,135011,66163,120006,103429,169991,1,1,136007,70792,0.6577,0.6601,1,2,0,-0.1179
2503,2,725741,582529,0.0026036388,0.9625,0.07240,65411,183428, 8207,1533,251459,78374,2909,134420,44077,162653, 6891,1318,217956,54530,2347, 92757,142926,60012,160553,43295,149276,50654,131959,60765,196137, 93435,51644,151736,55701,140616, 93435,196137,1,1,156170,61632,0.7170,0.7201,1,2,0,-0.1179
2504,1,725286,571105,0.0032289519,0.9593,0.36828,72732,136535,14688, 818,278352,68229,2477,151455,48636,117553,12005, 713,238815,49007,1957,102419,122795,67573,143870,48770,125486,60332,111796,69489,168718,101940,58168,133331,64904,118640,101940,168718,1,1,134533,69620,0.6590,0.6614,1,2,0,-0.1179
2504,2,729985,584800,0.0032289519,0.9593,0.07151,66191,177830, 7189,1503,253206,80825,2806,140435,44471,158071, 6054,1287,219453,56211,2267, 96986,144101,61273,162739,43877,150829,51700,133137,62238,197410, 94924,52565,153417,56960,141982, 94924,197410,1,1,157644,62804,0.7151,0.7182,1,2,0,-0.1179
2505,1,727667,565699,0.0000432909,0.9712,0.42547,75251,129863,16047, 819,277819,71434,2275,154159,49630,109351,12841, 712,236654,50917,1779,103815,115901,66597,137703,47256,119106,59067,105591,68399,159087,101886,56921,126800,63725,112347,101886,159087,1,1,127477,68640,0.6500,0.6529,1,2,0,-0.1179
2505,2,727604,590206,0.0000432909,0.9712,0.07270,63672,184502, 5830,1502,253739,77620,3008,137731,43477,166273, 5218,1288,221614,54301,2445, 95590,150995,62250,168906,45391,157210,52965,139342,63328,207041, 94978,53812,159948,58139,148274, 94978,207041,1,1,164700,63785,0.7208,0.7235,1,2,0,-0.1179
2506,1,729651,567791,0.0027699308,0.9553,0.35374,75009,123916,16447, 858,286040,75582,2216,149583,49655,104300,13226, 746,243436,53430,1741,101257,110444,62958,131327,43985,114025,55485,100369,65135,151734, 99666,53466,120883,60301,107195, 99666,151734,1,1,121579,65445,0.6501,0.6537,1,2,0,-0.1179
2506,2,725620,588114,0.0027699308,0.9553,0.07113,63914,190449, 5430,1463,245518,73472,3067,142307,43452,171324, 4833,1254,214832,51788,2483, 98148,156452,65889,175282,48662,162291,56547,144564,66592,214394, 97198,57266,165864,61563,153426, 97198,214394,1,1,170598,66979,0.7181,0.7201,1,2,0,-0.1179
2507,1,729491,567656,0.0025500405,0.9601,0.31674,73276,109110,16329, 824,306119,77012,2045,144776,48556, 91729,13086, 716,260215,54076,1580, 97698,109796,61632,130299,42588,112618,53702, 99445,63089,149862, 98152,52105,120047,58386,106030, 98152,149862,1,1,120404,63831,0.6535,0.6575,1,2,0,-0.1179
2507,2,725780,588249,0.0025500405,0.9601,0.07017,65647,205255, 5548,1497,225439,72042,3238,147114,44551,183895, 4973,1284,198053,51142,2644,101707,157100,67214,176310,50059,163698,58330,145488,68637,216266, 98712,58628,166700,63478,154592, 98712,216266,1,1,171773,68593,0.7146,0.7165,1,2,0,-0.1179
2508,1,725039,571888,0.0035684075,0.9529,0.35647,72690,131624,13433, 817,278803,70264,2404,155004,48678,114119,11055, 705,239995,50497,1911,104928,128344,69454,150163,50071,130950,62011,116513,71634,175613,104339,59760,139253,66816,123730,104339,175613,1,1,140317,71502,0.6624,0.6648,1,2,0,-0.1179
2508,2,730232,584017,0.0035684075,0.9529,0.07139,66233,182741, 8444,1504,252755,78790,2879,136886,44429,161505, 7004,1295,218273,54721,2313, 94477,138552,59392,156445,42576,145366,50020,128420,60092,190515, 92525,50973,147495,55048,136892, 92525,190515,1,1,151860,60922,0.7137,0.7169,1,2,0,-0.1179
2509,1,727029,564116,0.0008335217,0.9665,0.36691,74475,121059,16167, 816,287009,75903,2195,149405,49157,101516,12939, 710,243564,53625,1718,100887,110955,63082,132163,43890,114534,55679,100897,65371,151881, 99786,53482,121558,60516,107714, 99786,151881,1,1,122086,65560,0.6506,0.6543,1,2,0,-0.1179
2509,2,728242,591789,0.0008335217,0.9665,0.07147,64448,193306, 5710,1505,244549,73151,3088,142485,43950,174108, 5120,1290,214704,51593,2506, 98518,155941,65764,174445,48757,161782,56353,144036,66356,214247, 97078,57251,165190,61349,152907, 97078,214247,1,1,170091,66864,0.7178,0.7199,1,2,0,-0.1179
2510,1,728174,566454,0.0007400683,0.9673,0.42298,75226,129846,16039, 815,279521,70292,2282,154153,49602,109332,12833, 708,238115,50237,1786,103841,116552,66911,138439,47464,119711,59342,106137,68704,159925,102429,57182,127493,64015,112922,102429,159925,1,1,128153,68969,0.6501,0.6530,1,2,0,-0.1179
2510,2,727097,589451,0.0007400683,0.9673,0.07264,63697,184519, 5838,1506,252037,78762,3001,137737,43505,166292, 5226,1292,220153,54981,2438, 95564,150344,61935,168170,45183,156605,52690,138797,63023,206204, 94435,53551,159254,57849,147699, 94435,206204,1,1,164024,63455,0.7211,0.7237,1,2,0,-0.1179
2511,1,724222,568122,0.0046912225,0.9513,0.34901,74221,132281,14326, 802,273066,69882,2374,157270,49356,113214,11690, 692,234431,50464,1872,106403,123744,68231,145691,48951,126304,60726,112267,70226,168419,102364,58585,134716,65469,119285,102364,168419,1,1,135285,70099,0.6587,0.6611,1,2,0,-0.1179
2511,2,731049,587783,0.0046912225,0.9513,0.07074,64702,182084, 7551,1519,258492,79172,2909,134620,43751,162410, 6369,1308,223837,54754,2352, 93002,143152,60616,160917,43696,150012,51306,132666,61501,197709, 94500,52147,152031,56396,141337, 94500,197709,1,1,156892,62326,0.7157,0.7188,1,2,0,-0.1179
2512,1,725639,581150,0.0027438188,0.9465,0.19099,64240,138115,14323, 861,296440,73308,2485,135867,44053,119430,11697, 768,256838,52167,1978, 94219,124198,61226,141722,44995,123928,54049,110459,62524,169187, 91803,53109,132957,58280,117193, 91803,169187,1,0,133900,62920,0.6803,0.6824,1,2,0,-0.1179
2512,2,729632,574755,0.0027438188,0.9465,0.06608,74683,176250, 7554,1460,235118,75746,2798,156023,49054,156194, 6362,1232,201430,53051,2246,105186,142698,67621,164887,47652,152387,57982,134474,69203,196941,105061,57624,153790,63584,143429,105061,196941,1,0,158277,69504,0.6949,0.6982,1,2,0,-0.1179
2513,1,730317,567697,0.0036852243,0.9609,0.34361,73825,116496,16267, 824,296399,75392,2091,149023,48807, 98195,13036, 715,251875,53202,1619,100248,112909,64530,134111,45257,115599,56515,102312,65881,153812,100593,54888,123507,61190,108954,100593,153812,1,1,123748,66554,0.6503,0.6537,1,2,0,-0.1179
2513,2,724954,588208,0.0036852243,0.9609,0.07063,65098,197869, 5610,1497,235159,73662,3192,142867,44300,177429, 5023,1285,206393,52016,2605, 99157,153987,64316,172498,47390,160717,55516,142621,65846,212316, 96271,55845,163240,60674,151668, 96271,212316,1,1,168429,65870,0.7189,0.7211,1,2,0,-0.1179
2514,1,727039,566523,0.0008197786,0.9665,0.29729,71425,104872,15888, 820,309478,77402,1950,145204,47128, 88666,12738, 710,263239,54338,1516, 98188,109017,61225,129375,42224,111946,53279, 98789,62674,149033, 97936,51720,119195,57967,105366, 97936,149033,1,1,119632,63467,0.6534,0.6574,1,2,0,-0.1179
2514,2,728232,589382,0.0008197786,0.9665,0.06964,67498,209493, 5989,1501,222080,71652,3333,146686,45979,186958, 5321,1290,195029,50880,2708,101217,157879,67621,177233,50423,164370,58752,146144,69053,217095, 98928,59013,167552,63897,155256, 98928,217095,1,1,172545,68958,0.7145,0.7163,1,2,0,-0.1179
2515,1,731022,574679,0.0046541160,0.9521,0.37566,74473,136725,14575, 837,277237,69146,2437,155592,49717,117567,11899, 731,237942,49714,1909,105200,122417,68620,144127,49279,124846,61101,110961,70539,167737,103465,58945,133271,65813,117901,103465,167737,1,1,134018,70600,0.6550,0.6575,1,2,0,-0.1179
2515,2,724249,581226,0.0046541160,0.9521,0.07166,64450,177640, 7302,1484,254321,79908,2846,136298,43390,158057, 6160,1269,220326,55504,2315, 94205,144479,60226,162482,43368,151470,50930,133973,61188,198391, 93399,51788,153477,56051,142720, 93399,198391,1,1,158160,61824,0.7190,0.7220,1,2,0,-0.1179
2516,1,729345,567152,0.0023493906,0.9633,0.40978,74949,129045,15779, 813,280825,71854,2279,153801,49412,108720,12608, 706,239043,51226,1789,103648,116912,66902,138787,47434,120000,59358,106253,68847,160126,102858,57162,127848,64094,113125,102858,160126,1,1,128416,69078,0.6502,0.6532,1,2,0,-0.1179
2516,2,725926,588753,0.0023493906,0.9633,0.07241,63974,185320, 6098,1508,250733,77200,3004,138089,43695,166904, 5451,1294,219225,53992,2435, 95757,149984,61945,167821,45213,156316,52674,138681,62880,206002, 94006,53570,158899,57770,147497, 94006,206002,1,1,163761,63346,0.7211,0.7236,1,2,0,-0.1179
2517,1,729764,566042,0.0029252284,0.9665,0.35918,73615,114829,16104, 801,296938,76537,2076,148864,48566, 96588,12866, 697,251858,53865,1611, 99991,112480,64261,133774,44954,115188,56301,101854,65767,152953,100477,54602,123125,61026,108519,100477,152953,1,1,123250,66351,0.6501,0.6536,1,2,0,-0.1179
2517,2,725507,589863,0.0029252284,0.9665,0.07108,65308,199536, 5773,1520,234620,72517,3207,143026,44541,179036, 5193,1303,206410,51353,2613, 99414,154416,64585,172835,47693,161128,55731,143079,65960,213175, 96387,56130,163623,60839,152102, 96387,213175,1,1,168928,66074,0.7188,0.7210,1,2,0,-0.1179
2518,1,728172,565597,0.0007373197,0.9593,0.38020,74978,122690,16357, 847,284164,77084,2202,149850,49555,103102,13139, 735,241477,54511,1726,101352,109743,62797,130628,43835,113388,55375, 99718,65078,150733, 99432,53311,120184,60217,106551, 99432,150733,1,1,120842,65302,0.6492,0.6529,1,2,0,-0.1179
2518,2,727099,590308,0.0007373197,0.9593,0.07180,63945,191675, 5520,1474,247394,71970,3081,142040,43552,172522, 4920,1265,216791,50707,2498, 98053,157153,66050,175981,48812,162928,56657,145215,66648,215395, 97432,57421,166564,61647,154071, 97432,215395,1,1,171335,67122,0.7185,0.7206,1,2,0,-0.1179
2519,1,726523,575719,0.0015289249,0.9521,0.33194,71684,132771,14032, 819,286118,68901,2446,149752,48349,115622,11624, 713,246465,49463,1939,101544,123390,67604,144046,48948,125886,60420,111831,69699,170738,103078,58273,133717,65053,118857,103078,170738,1,1,135179,69951,0.6590,0.6615,1,2,0,-0.1179
2519,2,728748,580186,0.0015289249,0.9521,0.07077,67239,181594, 7845,1502,245440,80153,2837,142138,44758,160002, 6435,1287,211803,55755,2285, 97861,143506,61242,162563,43699,150429,51611,133102,62028,195390, 93786,52459,153030,56812,141764, 93786,195390,1,1,156998,62473,0.7153,0.7183,1,2,0,-0.1179
2520,1,729464,571350,0.0025129340,0.9521,0.36213,74668,132060,15364, 837,280637,69182,2302,154414,49619,112399,12478, 729,240282,49716,1816,104311,119191,67969,141039,48481,122916,60579,109066,69961,166033,104534,58219,130114,65263,115990,104534,166033,1,1,131649,70304,0.6519,0.6548,1,2,0,-0.1179
2520,2,725807,584555,0.0025129340,0.9521,0.07120,64255,182305, 6513,1484,250921,79872,2981,137476,43488,163225, 5581,1271,217986,55502,2408, 95094,147705,60877,165569,44166,153400,51452,135867,61765,200095, 92330,52514,156633,56601,144632, 92330,200095,1,1,160529,62120,0.7210,0.7236,1,2,0,-0.1179
2521,1,730672,570211,0.0041731059,0.9505,0.25562,72281,106273,16109, 841,307845,79003,2040,146280,47831, 90094,12959, 726,262202,55545,1582, 99272,110454,61430,130768,42535,112898,53425, 99576,62845,149879, 97856,51978,120610,58126,106236, 97856,149879,1,1,120715,63617,0.6549,0.6588,1,2,0,-0.1179
2521,2,724599,585694,0.0041731059,0.9505,0.06802,66642,208092, 5768,1480,223713,70051,3243,145610,45276,185530, 5100,1274,196066,49673,2642,100133,156442,67416,175841,50112,163417,58606,145357,68882,216249, 99008,58755,166137,63738,154386, 99008,216249,1,1,171462,68807,0.7136,0.7155,1,2,0,-0.1179
2522,1,729025,567457,0.0019096100,0.9505,0.31037,75167,124533,16224, 851,285607,73960,2255,150428,49811,104859,13007, 740,243439,52310,1765,101526,112581,63621,133713,44588,115508,56021,102103,65409,153721, 98854,54100,123145,60705,108805, 98854,153721,1,1,123525,65697,0.6528,0.6561,1,2,0,-0.1179
2522,2,726246,588448,0.0019096100,0.9505,0.06978,63756,189832, 5653,1470,245951,75094,3028,141462,43296,170765, 5052,1260,214829,52908,2459, 97879,154315,65225,172896,48059,160808,56011,142830,66318,212407, 98010,56632,163602,61159,151817, 98010,212407,1,1,168652,66727,0.7165,0.7188,1,2,0,-0.1179
2523,1,730973,567545,0.0045867746,0.9545,0.35288,73355,125729,16203, 818,289222,75373,2255,148018,48459,105682,12994, 711,245316,53051,1757, 99575,113770,65071,134734,46140,116859,57676,103400,66997,156194,101614,55600,124249,62329,110128,101614,156194,1,1,124992,67498,0.6493,0.6527,1,2,0,-0.1179
2523,2,724298,588360,0.0045867746,0.9545,0.07087,65568,188636, 5674,1503,242336,73681,3028,143872,44648,169942, 5065,1289,212952,52167,2467, 99830,153126,63775,171874,46507,159457,54355,141533,64730,209935, 95250,55132,162498,59536,150494, 95250,209935,1,1,167185,64926,0.7203,0.7226,1,2,0,-0.1179
2524,1,724484,580351,0.0043311521,0.9457,0.21091,62807,139132,12533, 858,292517,73784,2457,140396,43009,121112,10464, 756,253452,52713,1944, 96901,127681,63490,146121,46566,127924,56270,113541,65562,174554, 95416,55026,136899,60910,120731, 95416,174554,1,0,137965,65461,0.6782,0.6802,1,2,0,-0.1179
2524,2,730787,575554,0.0043311521,0.9457,0.06694,76116,175233, 9344,1463,239041,75270,2826,151494,50098,154512, 7595,1244,204816,52505,2280,102504,139215,65356,160487,46081,148392,55762,131393,66165,191574,101448,55706,149848,60955,139891,101448,191574,1,0,154212,66963,0.6972,0.7006,1,2,0,-0.1179
2525,1,724677,565362,0.0040659094,0.9545,0.38649,74433,128655,15273, 832,277574,71905,2279,153726,49244,109195,12383, 726,236824,51323,1780,103887,117626,67198,139341,47767,121064,59756,107262,69208,162284,103581,57477,128482,64475,114163,103581,162284,1,1,129515,69501,0.6508,0.6538,1,2,0,-0.1179
2525,2,730594,590543,0.0040659094,0.9545,0.07183,64490,185710, 6604,1489,253984,77149,3004,138164,43863,166429, 5676,1274,221444,53895,2444, 95518,149270,61648,167268,44880,155252,52276,137671,62518,203844, 93283,53256,158265,57390,146459, 93283,203844,1,1,162662,62923,0.7211,0.7236,1,2,0,-0.1179
2526,1,731235,574437,0.0049468450,0.9657,0.39154,74148,135866,14147, 810,277520,69425,2438,156881,49421,116677,11552, 701,238278,49953,1924,105931,126518,69427,148644,49922,129606,61995,115383,71595,173421,104034,59671,137579,66789,122493,104034,173421,1,1,138715,71394,0.6602,0.6626,1,2,0,-0.1179
2526,2,724036,581468,0.0049468450,0.9657,0.07212,64775,178499, 7730,1511,254038,79629,2845,135009,43686,158947, 6507,1299,219990,55265,2300, 93474,140378,59419,157964,42726,146710,50036,129550,60132,192708, 92830,51062,149168,55076,138129, 92830,192708,1,1,153463,61030,0.7155,0.7187,1,2,0,-0.1179
2527,1,726230,585783,0.0019315990,0.9585,0.24043,62932,139167,12960, 845,292946,74741,2444,140195,43590,121663,10665, 750,255657,53358,1966, 98134,130339,63254,148765,46496,130327,56147,116490,64729,176687, 92505,54872,139550,60433,123408, 92505,176687,1,0,140522,64627,0.6850,0.6866,1,2,0,-0.1179
2527,2,729041,570122,0.0019315990,0.9585,0.06831,75991,175198, 8917,1476,238612,74313,2839,151695,49517,153961, 7394,1250,202611,51860,2258,101271,136557,65593,157844,46151,145989,55884,128443,66998,189441,104359,55861,147197,61431,137214,104359,189441,1,0,151655,67797,0.6911,0.6949,1,2,0,-0.1179
2528,1,728666,567287,0.0014162311,0.9329,0.23579,71924,112055,15666, 812,300983,75084,2013,150129,47322, 94864,12527, 703,256200,52971,1558,101142,116044,65359,137594,45834,118687,57294,105264,66680,157755,101251,55591,126817,61978,111974,101251,157755,1,1,127069,67282,0.6538,0.6571,1,2,0,-0.1179
2528,2,726605,588618,0.0014162311,0.9329,0.06669,66999,202310, 6211,1509,230575,73970,3270,141761,45785,180760, 5532,1297,202068,52247,2666, 98263,150852,63487,169014,46813,157628,54738,139670,65047,208373, 95613,55142,159930,59886,148647, 95613,208373,1,1,165108,65142,0.7171,0.7194,1,2,0,-0.1179
2529,1,726994,565964,0.0008816227,0.9657,0.32473,73141,108996,16455, 829,305613,76449,2021,143490,48490, 91724,13216, 719,259727,53610,1568, 96910,107606,60850,127843,42018,110656,53043, 97635,62317,147547, 97426,51428,117724,57671,104145, 97426,147547,1,1,118257,63130,0.6520,0.6560,1,2,0,-0.1179
2529,2,728277,589941,0.0008816227,0.9657,0.07057,65782,205369, 5422,1492,225945,72605,3262,148400,44617,183900, 4843,1281,198541,51608,2656,102495,159290,67997,178766,50629,165660,58988,147298,69409,218581, 99438,59304,169024,64193,156477, 99438,218581,1,1,173920,69294,0.7151,0.7169,1,2,0,-0.1179
2530,1,727071,584109,0.0007758005,0.9601,0.22795,61875,140103,12440, 864,296916,72988,2434,139451,42529,121773,10338, 769,257695,52094,1934, 96977,129030,63338,147521,46407,129363,56282,115438,65078,176070, 94473,54870,138273,60674,122400, 94473,176070,1,0,139486,65116,0.6817,0.6837,1,2,0,-0.1179
2530,2,728200,571796,0.0007758005,0.9601,0.06842,77048,174262, 9437,1457,234642,76066,2849,152439,50578,153851, 7721,1231,200573,53124,2290,102428,137866,65508,159087,46240,146953,55750,129495,66649,190059,102391,55862,148474,61191,138222,102391,190059,1,0,152691,67308,0.6941,0.6976,1,2,0,-0.1179
2531,1,726901,564096,0.0010094340,0.9673,0.39659,75410,130570,16072, 818,273720,73899,2283,154129,49762,109877,12834, 711,233429,52279,1783,103421,115971,66701,137838,47361,119200,59165,105708,68485,159334,101778,57025,126902,63817,112453,101778,159334,1,1,127610,68697,0.6501,0.6529,1,2,0,-0.1179
2531,2,728370,591809,0.0010094340,0.9673,0.07205,63513,183795, 5805,1503,257838,75155,3000,137761,43345,165747, 5225,1289,224839,52939,2441, 95984,150925,62145,168770,45286,157116,52867,139225,63242,206794, 95086,53707,159845,58047,148169, 95086,206794,1,1,164567,63727,0.7209,0.7235,1,2,0,-0.1179
2532,1,727787,566380,0.0002082086,0.9577,0.31443,69950,107553,15730, 775,310801,77073,1994,143911,46084, 90798,12578, 668,263737,54105,1540, 96870,110328,62527,130661,43753,113340,54903,100213,64185,151458, 99479,53134,120493,59536,106775, 99479,151458,1,1,121200,64968,0.6510,0.6548,1,2,0,-0.1179
