draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_18_dem_whi,uss_18_rep_fla,gov_18_dem_rai,gov_18_rep_fun,atg_18_dem_ner,sos_18_dem_gor,sos_18_rep_cor,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_ree,uss_20_rep_wat,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
1478,1,546379,436898,0.0042109426,0.9325,0.4681,118874,332747,36050,1478,21485,149,7359,28237, 82103,284040,26947,1124,18120,114,5446,19004,115343, 82041,102737,63325, 87033,63173,121371,109598,52553,134804, 92712,144755, 74502, 82041,115343,59684,105184, 83609,139780,2,4,116520, 71384,0.6201,0.6185,1.0000,2.000,0,-0.25606
1478,2,551000,450696,0.0042109426,0.9325,0.2680, 63227,421303,19336,2035,16882,171,4033,24013, 43885,358395,14977,1575,13292,141,3007,15424,137183, 98501,128740,81095,111089,76760,152980,137678,66740,172682,107210,183818, 90353, 98501,137183,74864,132622, 98781,178249,2,4,146310, 86777,0.6277,0.6246,1.0000,2.000,0,-0.25606
1479,1,549108,447201,0.0007627265,0.9056,0.2267, 95954,379189,25742,2311,19025,173,3957,22757, 67183,324718,20014,1804,15493,146,2882,14961,135172, 86974,124924,71713,108417,68493,144967,132272,59157,165651, 96101,175297, 80712, 86974,135172,66454,127645, 88406,170473,3,3,140957, 77192,0.6462,0.6442,1.0000,2.000,0,-0.25606
1479,2,548271,440393,0.0007627265,0.9056,0.2601, 86147,374861,29644,1202,19342,147,7435,29493, 58805,317717,21910, 895,15919,109,5571,19467,117353, 93568,106554,72707, 89705,71440,129383,115004,60136,141834,103821,153277, 84143, 93568,117353,68095,110161, 93983,147556,3,3,121873, 80969,0.6008,0.5978,1.0000,2.000,0,-0.25606
1480,1,550610,450958,0.0035001581,0.9394,0.2346, 33470,464359,11467,1821,14094,158,2799,22442, 21890,391400, 8813,1377,11176,122,2097,14083,129318,114763,123836,93499,107195,86450,152595,134510,77342,167168,125737,180479,106811,114763,129318,85764,129534,116275,173823,2,2,142158,100768,0.5852,0.5812,1.0000,2.000,0,-0.25606
1480,2,546769,436636,0.0035001581,0.9394,0.2120,148631,289691,43919,1692,24273,162,8593,29808,104098,251035,33111,1322,20236,133,6356,20345,123207, 65779,107642,50922, 90927,53482,121755,112766,41950,140318, 74185,148095, 58044, 65779,123207,48785,108272, 66115,144207,2,2,120673, 57393,0.6777,0.6770,1.0000,2.000,0,-0.25606
1481,1,546276,434094,0.0043986626,0.9654,0.4558,147677,289441,44345,1675,23451,168,8771,30748,102716,249696,33144,1286,19718,130,6521,20883,119636, 63045,103524,47406, 90075,46394,115888,108329,38907,135721, 71656,142476, 55881, 63045,119636,44236,104454, 63770,139099,1,2,116521, 53881,0.6838,0.6849,1.0000,2.000,0,-0.25606
1481,2,551103,453500,0.0043986626,0.9654,0.3247, 34424,464609,11041,1838,14916,152,2621,21502, 23272,392739, 8780,1413,11694,125,1932,13545,132890,117497,127953,97015,108047,93539,158462,138947,80385,171765,128266,186097,108974,117497,132890,90312,133352,118620,178930,1,2,146309,104280,0.5839,0.5787,1.0000,2.000,0,-0.25606
1482,1,551413,438235,0.0049636452,0.9619,0.4244,141528,304087,42658,1627,21942,168,8674,30729, 98190,261144,31755,1230,18512,128,6455,20821,118364, 68672,102905,51883, 89161,50361,116795,108315,42657,135222, 78248,142559, 61808, 68672,118364,48301,104294, 70029,138891,1,2,116189, 58938,0.6635,0.6642,1.0000,2.000,0,-0.25606
1482,2,545966,449359,0.0049636452,0.9619,0.3614, 40573,449963,12728,1886,16425,152,2718,21521, 27798,381291,10169,1469,12900,127,1998,13607,134161,111869,128572,92537,108961,89572,157555,138961,76636,172263,121674,186014,103047,111869,134161,86248,133512,112361,179138,1,2,146642, 99223,0.5964,0.5916,1.0000,2.000,0,-0.25606
1483,1,547150,450052,0.0028057763,0.9636,0.3231, 34318,461135,10935,1836,14885,152,2572,21317, 23183,389665, 8696,1412,11674,125,1898,13399,131672,116629,126733,96331,107005,92911,157019,137647,79840,170231,127343,184463,108215,116629,131672,89694,132101,117780,177346,1,2,144968,103546,0.5833,0.5782,1.0000,2.000,0,-0.25606
1483,2,550229,437542,0.0028057763,0.9636,0.4574,147783,292915,44451,1677,23482,168,8820,30933,102805,252770,33228,1287,19738,130,6555,21029,120854, 63913,104745,48089, 91117,47022,117331,109629,39453,137255, 72579,144110, 56640, 63913,120854,44855,105705, 64610,140683,1,2,117863, 54615,0.6833,0.6844,1.0000,2.000,0,-0.25606
1484,1,547782,434610,0.0016539409,0.9584,0.4082,145153,294659,43635,1672,22833,168,8762,30900,100918,252984,32618,1284,19204,131,6518,20953,119588, 63778,103809,48594, 90051,47398,116035,108708,39994,136294, 73128,142531, 58074, 63778,119588,45329,104650, 65602,139413,1,2,116716, 55161,0.6791,0.6801,1.0000,2.000,0,-0.25606
1484,2,549597,452984,0.0016539409,0.9584,0.3703, 36948,459391,11751,1841,15534,152,2630,21350, 25070,389451, 9306,1415,12208,124,1935,13475,132937,116764,127668,95826,108071,92535,158316,138568,79298,171192,126794,186043,106781,116764,132937,89219,133156,116788,178616,1,2,146114,103000,0.5865,0.5814,1.0000,2.000,0,-0.25606
1485,1,547782,434610,0.0016539409,0.9584,0.4082,145153,294659,43635,1672,22833,168,8762,30900,100918,252984,32618,1284,19204,131,6518,20953,119588, 63778,103809,48594, 90051,47398,116035,108708,39994,136294, 73128,142531, 58074, 63778,119588,45329,104650, 65602,139413,1,2,116716, 55161,0.6791,0.6801,1.0000,2.000,0,-0.25606
1485,2,549597,452984,0.0016539409,0.9584,0.3703, 36948,459391,11751,1841,15534,152,2630,21350, 25070,389451, 9306,1415,12208,124,1935,13475,132937,116764,127668,95826,108071,92535,158316,138568,79298,171192,126794,186043,106781,116764,132937,89219,133156,116788,178616,1,2,146114,103000,0.5865,0.5814,1.0000,2.000,0,-0.25606
1486,1,546608,436761,0.0037935845,0.9481,0.4095,129062,313082,41291,1569,21675,171,8639,31119, 89555,269026,30918,1206,18395,133,6442,21086,118550, 70135,104213,53207, 89873,51974,118586,109866,43767,137350, 79396,144990, 62960, 70135,118550,49650,105634, 71179,141170,1,3,117632, 60239,0.6613,0.6617,1.0000,2.000,0,-0.25606
1486,2,550771,450833,0.0037935845,0.9481,0.3525, 53039,440968,14095,1944,16692,149,2753,21131, 36433,373409,11006,1493,13017,122,2011,13342,133975,110407,127265,91213,108249,87959,155765,137410,75526,170136,120526,183584,101895,110407,133975,84899,132172,111211,176859,1,3,145198, 97922,0.5972,0.5927,1.0000,2.000,0,-0.25606
1487,1,546023,449713,0.0048597613,0.9333,0.2220, 40310,436095,18599,1893,14239,186,5951,28750, 27899,370026,14360,1458,12145,150,4565,19110,134720, 98034,126885,80245,112004,73242,149719,135685,66274,170594,107933,180268, 91924, 98034,134720,73254,131073, 99929,175431,2,2,144268, 86276,0.6258,0.6238,1.0000,2.000,0,-0.25606
1487,2,551356,437881,0.0048597613,0.9333,0.3673,141791,317955,36787,1620,24128,134,5441,23500, 98089,272409,27564,1241,19267,105,3888,15318,117806, 82507,104593,64176, 86118,66691,124631,111591,53019,136892, 91989,148305, 72931, 82507,117806,61295,106733, 82460,142599,2,2,118562, 71885,0.6225,0.6196,1.0000,2.000,0,-0.25606
1488,1,546276,434094,0.0043986626,0.9654,0.4558,147677,289441,44345,1675,23451,168,8771,30748,102716,249696,33144,1286,19718,130,6521,20883,119636, 63045,103524,47406, 90075,46394,115888,108329,38907,135721, 71656,142476, 55881, 63045,119636,44236,104454, 63770,139099,1,2,116521, 53881,0.6838,0.6849,1.0000,2.000,0,-0.25606
1488,2,551103,453500,0.0043986626,0.9654,0.3247, 34424,464609,11041,1838,14916,152,2621,21502, 23272,392739, 8780,1413,11694,125,1932,13545,132890,117497,127953,97015,108047,93539,158462,138947,80385,171765,128266,186097,108974,117497,132890,90312,133352,118620,178930,1,2,146309,104280,0.5839,0.5787,1.0000,2.000,0,-0.25606
1489,1,548427,435178,0.0004784127,0.9472,0.4152,145082,299987,40987,1607,24835,153,7654,28122,100614,257254,30703,1235,20682,117,5627,18946,118123, 70174,103097,53776, 88005,54558,117851,108396,44652,134351, 80121,142529, 63461, 70174,118123,50996,104336, 71792,138440,1,3,116050, 61124,0.6550,0.6547,1.0000,2.000,0,-0.25606
1489,2,548952,452416,0.0004784127,0.9472,0.2800, 37019,454063,14399,1906,13532,167,3738,24128, 25374,385181,11221,1464,10730,138,2826,15482,134402,110368,128380,90645,110117,85375,156499,138881,74641,173134,119801,186045,101394,110368,134402,83553,133470,110598,179589,1,3,146780, 97037,0.6020,0.5979,1.0000,2.000,0,-0.25606
1490,1,550661,446665,0.0035931068,0.9273,0.2262, 60331,430697,15544,1884,17141,164,3215,21685, 40281,363322,11682,1423,13876,126,2361,13594,120739,111706,114773,89815, 97105,86092,143093,124671,74736,153285,123835,167176,103439,111706,120739,83547,119910,113638,160230,3,2,131549, 98271,0.5724,0.5678,1.0000,2.000,0,-0.25606
1490,2,546718,440929,0.0035931068,0.9273,0.2644,121770,323353,39842,1629,21226,156,8177,30565, 85707,279113,30242,1276,17536,129,6092,20834,131786, 68836,116705,54605,101017,53841,131257,122605,44557,154201, 76087,161397, 61416, 68836,131786,51001,117896, 68752,157799,3,2,131281, 59890,0.6867,0.6863,1.0000,2.000,0,-0.25606
1491,1,545966,449359,0.0049636452,0.9619,0.3614, 40573,449963,12728,1886,16425,152,2718,21521, 27798,381291,10169,1469,12900,127,1998,13607,134161,111869,128572,92537,108961,89572,157555,138961,76636,172263,121674,186014,103047,111869,134161,86248,133512,112361,179138,1,2,146642, 99223,0.5964,0.5916,1.0000,2.000,0,-0.25606
1491,2,551413,438235,0.0049636452,0.9619,0.4244,141528,304087,42658,1627,21942,168,8674,30729, 98190,261144,31755,1230,18512,128,6455,20821,118364, 68672,102905,51883, 89161,50361,116795,108315,42657,135222, 78248,142559, 61808, 68672,118364,48301,104294, 70029,138891,1,2,116189, 58938,0.6635,0.6642,1.0000,2.000,0,-0.25606
1492,1,550784,451170,0.0038172773,0.9342,0.2730, 53050,442118,13958,1960,15817,156,2727,20998, 36370,374524,10913,1501,12434,127,1986,13315,129412,112677,123440,92549,103682,89895,151958,133643,76849,164900,123953,178754,104863,112677,129412,86431,128180,114408,171826,2,2,140827,100132,0.5844,0.5796,1.0000,2.000,0,-0.25606
1492,2,546595,436424,0.0038172773,0.9342,0.3008,129051,311932,41428,1553,22550,164,8665,31252, 89618,267911,31011,1198,18978,128,6467,21113,123113, 67865,108038,51871, 94440,50038,122393,113633,42444,142586, 75969,149819, 59992, 67865,123113,48118,109626, 67981,146203,2,2,122003, 58029,0.6777,0.6781,1.0000,2.000,0,-0.25606
1493,1,547782,434610,0.0016539409,0.9584,0.4082,145153,294659,43635,1672,22833,168,8762,30900,100918,252984,32618,1284,19204,131,6518,20953,119588, 63778,103809,48594, 90051,47398,116035,108708,39994,136294, 73128,142531, 58074, 63778,119588,45329,104650, 65602,139413,1,2,116716, 55161,0.6791,0.6801,1.0000,2.000,0,-0.25606
1493,2,549597,452984,0.0016539409,0.9584,0.3703, 36948,459391,11751,1841,15534,152,2630,21350, 25070,389451, 9306,1415,12208,124,1935,13475,132937,116764,127668,95826,108071,92535,158316,138568,79298,171192,126794,186043,106781,116764,132937,89219,133156,116788,178616,1,2,146114,103000,0.5865,0.5814,1.0000,2.000,0,-0.25606
1494,1,551116,438750,0.0044223554,0.9299,0.1814,127583,319381,40846,1542,21793,160,8588,31223, 88696,272762,30594,1184,17944,122,6423,21025,126195, 67778,110484,52295, 96919,50010,123861,115876,42940,146059, 76928,152298, 61877, 67778,126195,48415,111784, 69403,149178,3,2,124527, 58637,0.6799,0.6808,1.0000,2.000,0,-0.25606
1494,2,546263,448844,0.0044223554,0.9299,0.2989, 54518,434669,14540,1971,16574,160,2804,21027, 37292,369673,11330,1515,13468,133,2030,13403,126330,112764,120993,92126,101203,89923,150489,131400,76353,161427,122994,176276,102978,112764,126330,86134,126022,112986,168851,3,2,138303, 99524,0.5815,0.5761,1.0000,2.000,0,-0.25606
1495,1,551413,438235,0.0049636452,0.9619,0.4244,141528,304087,42658,1627,21942,168,8674,30729, 98190,261144,31755,1230,18512,128,6455,20821,118364, 68672,102905,51883, 89161,50361,116795,108315,42657,135222, 78248,142559, 61808, 68672,118364,48301,104294, 70029,138891,1,2,116189, 58938,0.6635,0.6642,1.0000,2.000,0,-0.25606
1495,2,545966,449359,0.0049636452,0.9619,0.3614, 40573,449963,12728,1886,16425,152,2718,21521, 27798,381291,10169,1469,12900,127,1998,13607,134161,111869,128572,92537,108961,89572,157555,138961,76636,172263,121674,186014,103047,111869,134161,86248,133512,112361,179138,1,2,146642, 99223,0.5964,0.5916,1.0000,2.000,0,-0.25606
1496,1,547012,433958,0.0030572847,0.9429,0.5231,136215,315751,37678,1514,22486,149,6763,26456, 94276,269177,27955,1129,18728,113,4940,17640,114792, 79605,100886,61470, 85456,61576,118818,107346,51124,131834, 90448,141326, 72554, 79605,114792,58057,103126, 81503,136580,2,3,114351, 69463,0.6221,0.6207,1.0000,2.000,0,-0.25606
1496,2,550367,453636,0.0030572847,0.9429,0.2855, 45886,438299,17708,1999,15881,171,4629,25794, 31712,373258,13969,1570,12684,142,3513,16788,137734,100937,130591,82950,112666,78357,155533,139930,68169,175651,109474,187248, 92301,100937,137734,76492,134680,100887,181449,2,3,148479, 88698,0.6260,0.6228,1.0000,2.000,0,-0.25606
